IDEN;IDEN.2;;Method;Texture;;Sable;Limon;Argile;Argile Catherine;Limon grossier;Limon moyen;Limon fin;1-2 mm;0.5-1.0 mm;0.25-0.5 mm;0.1-0.25 mm;0.05-0.01 mm;Sable fractionnement
243;243;61;2;Sable loameux;;79,5;17,4;3,1;;10,1;5,5;1,7;10,78;20,18;18,71;17,34;8,46;75,47
243;;61;;;;;;;;;;;;;;;;
244;244;62;2;Loam sableux;;61;36;3;;20,6;12,9;2,5;0,159936026;0,519792083;12,89484206;47,54098361;19,54218313;80,65773691
245;245;63;2;Loam limoneux;;38,3;56,2;5,5;;20,1;26,7;9,4;0,31;0,89;11,7;46,09;21,06;80,04
246;246;64;2;Sable loameux;;84,3;11,7;4;;5,8;4,3;1,5;0,18;0,57;3,44;20,05;31,9;56,14
246;246;64;5;Sable loameux;;86,10224775;10,25399385;3,643758392;;5,191857666;3,981869531;1,080266658;0,53;1,3;3,97;16,34;14,25;36,39
246;;64;;;;;;;;;;;;;;;;
247;247;65;2;Loam sableux;;61,4;32,9;5,7;;19,7;9;4,2;2,88;12,37;20,86;33,18;15,57;84,86
248;248;66;2;Loam sableux;;73,2;22,1;4,7;;13,7;5,6;2,8;2,72;11,7;22,03;33,09;15,97;85,51
248;248;66;5;Loam sableux;;74,67955191;20,08244583;5,238002262;;11,85256186;6,16888266;2,061001316;0,48;0,83;1,64;21,54;40,08;64,57
248;;66;;;;;;;;;;;;;;;;
249;249;67;2;Loam limoneux;;28,5;59,5;12;;27,4;22,6;9,5;0,43;0,67;5,23;47,68;19,77;73,79
250;250;68;2;Loam limoneux;;30,9;60,3;8,7;;29,2;22,8;8,4;0,557991232;1,235552013;1,169124485;5,779194898;16,50059785;25,24246048
251;251;69;2;Loam sableux;;57,4;35,7;6,9;;21,7;9,7;4,3;0,540611814;1,252637131;1,292194093;6,18407173;15,24261603;24,5121308
251;251;69;5;Loam sableux;;58,98041224;32,51993373;8,49965403;;20,0138553;9,605093566;2,900984865;0,6;1,35;1,41;7,2;18,83;29,4
251;;69;;;;;;;;;;;;;;;;
252;252;70;2;Loam sableux;;66;26,9;7;;15,4;8,1;3,4;0,22;0,57;1,62;22,57;31,11;56,1
253;253;71;2;Loam sableux;;61,2;33,3;5,5;;18,6;11,2;3,4;0,275103164;0,117901356;0,275103164;19,70917666;34,66299862;55,04028296
253;253;71;5;Loam sableux;;68,29360133;26,79400306;4,912395612;;14,34620731;10,27341029;2,174385452;1,08;3,29;11,34;32,12;21,55;69,39
253;;71;;;;;;;;;;;;;;;;
254;254;72;2;Loam;;39,2;49,4;11,4;;17,3;20,2;11,9;8,69;18,08;16,08;11,53;8;62,38
255;255;73;2;Loam limoneux;;38,4;50,4;11,2;;17,3;11,8;21,3;15,75241526;24,72572458;8,007204847;11,98624529;6,729981988;67,20157197
256;256;74;2;Loam limoneux;;38;50,8;11,2;;18,7;17,9;14,3;4,08;5,76;6,99;12,31;10,55;39,68
257;257;75;2;Loam limoneux;;35,7;51,6;12,7;;18,4;19,8;13,3;4,39;5,72;6,51;10,92;10,43;37,97
258;258;76;2;Sable loameux;;76,8;18,9;4,3;;12;4,3;2,6;5,11;6,36;6,83;11,57;11,11;40,99
258;258;76;5;Sable loameux;;81,50954258;13,89372679;4,59673063;;9,849642172;3,493980474;0,550104142;4,02;5,79;7,29;12,06;9,77;38,92
258;;76;;;;;;;;;;;;;;;;
259;259;77;2;Sable;;89,5;7,2;3,2;;4,1;1,5;1,7;1,18;4,3;9,89;39,88;22,72;77,97
259;259;77;5;Sable ;;91,8230142;4,369184917;3,807800883;;1,885623813;2,188931853;0,294629251;1,245428487;4,171196995;11,49550262;45,64594247;21,03390333;83,59197391
259;;77;;;;;;;;;;;;;;;;
260;260;78;2;Sable;;94,6;4,1;1,3;;2,9;0;1,2;0,24;1,1;28,65;55,31;4,48;89,78
261;261;79;2;Loam sableux;;70,8;20,5;8,7;;10,3;5,4;4,8;0,159299084;0,886101155;35,34448427;52,62843489;3,195937873;92,21425727
262;262;80;2;Sable loameux;;79,9;12,2;8;;6,7;2,5;3;0,93;4,1;22,98;62,24;6,95;97,2
263;263;81;2;Argile limoneuse;;7;50,9;42,1;;17,7;17,9;15,3;1,6;5,28;16,16;37,38;13,53;73,95
264;264;82;2;Sable loameux;;80,6;11,7;7,7;;5,8;4,3;1,7;9,43;24,52;32,4;11,87;3,42;81,63
265;265;83;2;Sable loameux;;85,7;10;4,2;;5,1;3,4;1,6;0,2;0,71;1,22;2,28;5,62;10,04
266;266;84;2;Sable loameux;;82,8;12,8;4,4;;6,9;4,4;1,4;10,38;26,27;28,71;14,79;3,87;84,02
267;267;85;2;Sable;;87,8;8,9;3,3;;5;2,5;1,4;8,56;24,35;27,85;21,4;3,96;86,12
268;268;86;2;Sable loameux;;80,7;15;4,2;;7,7;5,4;1,9;5,68;17,66;30,41;24,96;5,67;84,36
269;269;87;2;Sable loameux;;80,7;15;4,2;;7,9;5,4;1,7;3,36;12,39;30,54;35,5;6,88;88,67
270;270;88;2;Sable;;88,3;9,2;2,5;;4,9;2,8;1,4;4,86;16,08;25,23;26,86;8,13;81,16
271;271;89;2;Sable loameux;;75,5;19,1;5,4;;10,2;5,7;3,3;6,24;17,57;25,1;25,38;8,6;82,89
272;272;90;2;Sable loameux;;79,1;15,3;5,7;;7,1;5,4;2,8;2,11;8,56;27,23;41,55;10,17;89,63
272;272;90;5;Sable loameux;;81,5374757;13,18412652;5,278397781;;5,352690321;5,779942917;2,051493284;4,82;12,54;19,96;25,13;13,02;75,46
272;;90;;;;;;;;;;;;;;;;
273;273;91;2;Sable loameux;;80,2;14,5;5,3;;7;5,4;2,1;6,98;17,67;30,66;19,57;5,17;80,05
274;274;92;2;Sable loameux;;81;13,4;5,6;;6,3;5,3;1,8;6,38530288;16,87189672;33,62462761;19,30486594;5,183714002;81,37040715
275;275;93;2;Loam sableux;;59,9;30,3;9,8;;8,8;15,4;6,1;5,95;21,84;28,12;18,6;6,04;80,55
276;276;94;2;Loam sableux;;65,4;26,6;8;;7,1;13,9;5,6;6,43;20,91;26,35;21,23;6,2;81,12
277;277;1;2;Loam sableux;;54,1;29;17;;10;12;7;3,21;11,12;23,88;15,08;7,3;60,59
278;278;2;2;Loam sableux;;67,9;20,2;11,9;;7,3;8,1;4,7;2,92;11,42;21,73;12,29;5,89;54,26
279;279;3;2;Loam sableux;;61;25,4;13,5;;8,7;10,4;6,3;;;;;;
280;280;4;2;Loam sableux;;60,3;21,5;18,2;;5,5;9,3;6,7;;;;;;
281;281;5;2;Loam sableux;;69,6;18;12,5;;6,1;7,7;4,2;;;;;;
282;282;6;2;Loam sableux;;63,6;23,9;12,5;;8,9;9,8;5,3;;;;;;
283;283;7;2;Loam sableux;;73,5;14,7;11,8;;4,8;6,2;3,7;;;;;;
284;284;8;2;Sable;;92,3;4,2;3,5;;1,7;1,8;0,7;;;;;;
285;285;9;2;Sable;;94,4;3;2,6;;1,3;1,2;0,5;;;;;;
286;286;10;2;Sable;;92,3;3,6;4,1;;1,7;1,7;0,3;;;;;;
287;287;11;2;Sable;;91,9;3,9;4,1;;1,2;1,8;1;;;;;;
288;288;12;2;Loam sableux;;55,8;28,2;16;;7,8;11,4;9;;;;;;
289;289;13;2;Loam sableux;;59,3;25;15,6;;8,2;10,7;6,2;;;;;;
290;290;14;2;Loam;;50,1;31,3;18,5;;10,3;12,6;8,5;;;;;;
291;291;15;2;Loam sableux;;59,9;23,9;16,2;;8,4;9,9;5,6;;;;;;
292;292;16;2;Loam sableux;;52,6;30,6;16,8;;10,7;12;7,8;;;;;;
293;293;17;2;Loam;;45;35,3;19,7;;11;15;9,3;;;;;;
294;294;18;2;Loam sableux;;64;34,4;1,5;;21,4;11,3;1,8;;;;;;
295;295;19;2;Sable;;93,8;4,6;1,6;;2,6;1,7;0,4;;;;;;
296;296;20;2;Sable;;93,6;4,3;2,1;;1,6;1,7;1;;;;;;
297;297;21;2;Sable;;90,7;7,4;1,9;;4,1;2,3;1,1;;;;;;
298;298;22;2;Sable;;90,8;6,6;2,6;;2,6;2,5;1,5;;;;;;
299;299;23;2;Loam sableux;;71,1;25,2;3,7;;2,6;2,5;1,5;;;;;;
300;300;24;2;Sable;;94,3;4;1,7;;1,5;1,7;0,8;;;;;;
301;301;25;2;Sable;;93,7;3,7;2,5;;1,6;1,6;0,5;;;;;;
302;302;26;2;Sable;;94,6;3,8;1,6;;1,8;1,5;0,6;;;;;;
303;303;27;2;Sable;;94;3,5;2,5;;1,4;1,6;0,5;;;;;;
304;304;28;2;Sable;;95,4;2,8;1,8;;0,9;1,2;0,6;;;;;;
305;305;29;2;Sable;;90,4;6,6;3;;4;1,7;0,9;;;;;;
306;306;30;2;Sable;;90,7;6,7;2,5;;3,2;2,1;1,4;;;;;;
307;307;31;2;Sable;;88,2;7,9;3,9;;3;2,9;2;;;;;;
308;308;32;2;Sable loameux;;83,3;13,6;3,1;;7,7;4;1,9;;;;;;
309;309;33;2;Sable;;88,9;7,8;3,3;;3,8;2,4;1,6;;;;;;
310;310;34;2;Sable;;88,8;7,7;3,5;;3,3;2,1;2,3;;;;;;
311;311;35;2;Sable;;89,9;8,8;1,3;;6,8;1,4;0,6;;;;;;
312;312;36;2;Sable;;90,3;6,1;3,6;;2,7;1,9;1,5;;;;;;
313;313;37;2;Loam limoneux;;23,7;52,5;23,7;;11,5;24,4;16,6;;;;;;
314;314;38;2;Sable;;93,4;4,1;2,5;;1,8;1,5;0,9;;;;;;
315;315;39;2;Sable;;89,6;7,9;2,4;;3,7;2,7;1,4;;;;;;
316;316;40;2;Sable;;88,4;9,7;1,9;;5,7;2,8;1,2;;;;;;
317;317;41;2;Sable;;94,1;4,1;1,8;;2,5;1,1;0,4;;;;;;
318;318;42;2;Sable loameux;;80,9;17,1;1,9;;12,3;3,9;1;;;;;;
319;319;43;2;Sable loameux;;77,7;20,5;1,8;;14,8;4,6;1,1;;;;;;
320;320;44;2;Sable loameux;;83;16,1;0,9;;12,3;2,8;1;;;;;;
321;321;45;2;Sable loameux;;84,7;12,9;2,4;;7,4;3,7;1,7;;;;;;
322;322;46;2;Sable loameux;;80,2;17;2,8;;10,6;4,8;1,6;;;;;;
323;323;47;2;Loam sableux;;63,5;31,3;5,2;;14,8;13,1;3,4;;;;;;
324;324;48;2;Loam sableux;;69,4;21,3;9,4;;7,5;8,6;5,2;;;;;;
325;325;49;2;Sable;;88,5;6,5;5;;1,7;2,9;1,8;;;;;;
326;326;50;2;Sable loameux;;83,6;9,1;7,3;;2,5;1,6;5;;;;;;
327;327;51;2;Sable loameux;;82,9;12,3;4,8;;6,1;4,1;2;;;;;;
328;328;52;2;Sable loameux;;82,4;11,4;6,2;;4,5;4,8;2;;;;;;
329;329;53;2;Loam sableux;;65,3;28,4;6,3;;15;9,3;4,2;;;;;;
330;330;54;2;Loam sableux;;65,5;18,4;16,1;;3,9;7,4;7,2;;;;;;
331;331;55;2;Sable;;95,8;2,5;1,7;;0,8;1,3;0,4;;;;;;
332;332;56;2;Sable;;92,6;4,6;2,8;;2,1;2;0,5;;;;;;
333;333;57;2;Sable;;93;4,3;2,7;;1,7;2,1;0,5;;;;;;
334;334;58;2;Sable;;90,7;6,4;2,9;;2,5;2,6;1,2;;;;;;
335;335;59;2;Sable;;86,9;9,2;3,8;;3,9;3,8;1,5;;;;;;
336;336;60;2;Sable;;87,8;9,1;3,1;;4,6;3,3;1,2;;;;;;
337;337;61;2;Sable loameux;;78,6;19,7;1,7;;11,5;5,5;2,7;;;;;;
338;338;62;2;Loam sableux;;55,4;42,7;1,9;;21,8;18,2;2,7;;;;;;
339;339;63;2;Loam limoneux;;30,6;62,1;7,3;;12,8;33;16,3;0,09;0,7;10,13;43,24;25,35;79,5
340;340;64;2;Sable;;89,7;6,4;3,9;;2,8;2,3;1,4;0,07;0,18;0,64;8,73;32,68;42,31
341;341;65;2;Loam;;46,4;39,1;14,5;;19,5;12,4;7,2;0,2;0,91;1,5;10,17;14,43;27,21
342;342;66;2;Sable loameux;;85,3;11,3;3,4;;6,2;3,5;1,6;2,76;13,49;23,58;33,64;17,03;90,5
343;343;67;2;Loam;;37,5;49,9;12,7;;22,7;19,3;7,9;0,1;0,46;1,17;8,75;32,94;43,42
344;344;68;2;Loam sableux;;56,1;29,1;14,7;;16,4;8;4,7;0,04;0,12;4,39;62,03;19,23;85,82
345;345;69;2;Loam sableux;;53,2;34,5;12,3;;20,6;10,1;3,7;0,14;0,6;0,59;7,94;24,43;33,71
346;346;70;2;Loam sableux;;69,3;25,4;5,3;;14;9,8;1,6;0,04;0,2;0,56;24,4;29,18;54,38
347;347;71;2;Loam sableux;;74,3;20,3;5,4;;11,4;8,1;2,9;0,06;0,81;2,98;12,11;34,83;50,79
348;348;72;2;Loam;;50;39,2;10,8;;14,6;15,4;9,2;;;;;;
349;349;73;2;Loam;;41;46;13;;15,1;19,8;11,1;17,05;20,76;16,82;9,98;6,23;70,84
350;350;74;2;Loam;;42,2;47,5;10,9;;16,6;17,2;13,7;5,25;7,24;7,98;14,56;13,01;48,04
351;351;75;2;Loam;;37;48,9;14,1;;17,5;18,8;12,5;3,72;5,49;6,13;11,3;12;38,63
352;352;76;2;Sable loameux;;79,6;18;2,4;;13,1;3,1;1,8;4,04;6,9;6,22;13,54;17,96;48,65
353;353;77;2;Sable;;94,4;3,5;2;;2,1;0,6;0,8;3,67;5,04;6,45;11,9;10,77;37,82
354;354;78;2;Sable;;98,6;0,9;0,5;;0,4;0,1;0,4;0,62;1,78;4,43;34,46;39,45;80,73
355;355;79;2;Sable loameux;;77,8;16,1;6,1;;8,9;3,5;3,7;0,2;1,23;35,13;54,2;3,83;94,6
356;356;80;2;Sable loameux;;86,1;8,2;5,7;;4;2;2,2;0,14;2,13;25,78;67,52;3,18;98,76
357;357;81;2;Argile limoneuse;;1;57;42;;;;;2,77;9,55;22,98;29,87;14,17;79,34
358;358;82;2;Sable;;88,1;5,8;6;;3,1;2;0,7;10,29;25,38;35,76;12,38;3,67;87,48
359;359;83;2;Sable;;95,9;2,4;1,7;;1,5;0,7;0,2;0,17;0,19;0,25;0,58;1,26;2,44
360;360;84;2;Sable;;92,6;4,9;2,5;;2,6;1,8;0,4;11,47;29,22;33,67;16,25;1,92;92,53
361;361;85;2;Sable;;92,3;5,8;1,8;;3,7;1,3;0,9;6,55;21,78;44,32;23,19;1,73;97,57
362;362;86;2;Sable loameux;;83,3;13;3,8;;6,9;4,7;1,3;9,77;24,48;36,37;20;2,85;93,47
363;363;87;2;Sable;;91,8;6,1;2,1;;3,5;2,3;0,3;3,82;11,2;30,53;40,74;7,03;93,32
364;364;88;2;Sable;;93,8;4,5;1,6;;2,6;1,3;0,6;5,24;16,56;27,63;26,03;8,53;84
365;365;89;2;Sable loameux;;85,5;8,9;5,6;;5;2,5;1,5;7,41;24,57;34,62;20,72;5,69;93,01
366;366;90;2;Sable;;92;3,7;4,3;;0,7;2;1,1;2,85;9,73;28,89;44,04;9,67;95,18
367;367;91;2;Sable;;94,8;3,1;2,1;;1,4;1,3;0,4;8,78;18,92;27,55;21,44;9,21;85,9
368;368;92;2;Sable;;89,9;7,2;2,9;;4,1;1,9;1,1;6,42;18,7;39,92;22,74;3,07;90,85
369;369;93;2;Sable loameux;;77,1;16,7;6,2;;6,9;7,3;2,5;12,33;31,6;38,31;11,23;1,86;95,33
370;370;94;2;Sable;;92,4;4,6;3;;1,7;1,8;1;8,86;23,23;30,87;22,15;5,26;90,36
370,01;370,02;;5;Loam sableux;;52,25866423;29,28400248;18,4573333;;8,029848414;13,49541371;7,758740353;10,17;36,82;9,88;9,06;10,8;76,73
370,02;;;;;;;;;;;;;;;;;;
370,03;;;;;;;;;;;;;;;;;;
370,04;;;;;;;;;;;;;;;;;;
370,05;;;;;;;;;;;;;;;;;;
370,06;;;;;;;;;;;;;;;;;;
370,07;;;;;;;;;;;;;;;;;;
370,08;;;;;;;;;;;;;;;;;;
370,09;;;;;;;;;;;;;;;;;;
370,1;;;;;;;;;;;;;;;;;;
370,11;;;;;;;;;;;;;;;;;;
370,12;;;;;;;;;;;;;;;;;;
370,13;;;;;;;;;;;;;;;;;;
370,14;;;;;;;;;;;;;;;;;;
370,15;;;;;;;;;;;;;;;;;;
370,16;370,16;;5;Loam;;27,1881492;47,4687101;25,3431407;;12,24533732;21,08458046;14,13879233;22,91;37;22,12;7,78;2,86;92,67
370,17;;;;;;;;;;;;;;;;;;
370,18;370,18;;5;Loam sableux;;71,03844704;19,98399685;8,97755611;;11,7548413;7,164479927;1,064675629;4,82;19,18;13,64;2,76;1,7;42,1
370,19;;;;;;;;;;;;;;;;;;
370,2;;;;;;;;;;;;;;;;;;
370,21;;;;;;;;;;;;;;;;;;
370,22;;;;;;;;;;;;;;;;;;
370,23;;;;;;;;;;;;;;;;;;
370,24;;;;;;;;;;;;;;;;;;
370,25;;;;;;;;;;;;;;;;;;
370,26;;;;;;;;;;;;;;;;;;
370,27;;;;;;;;;;;;;;;;;;
370,28;;;;;;;;;;;;;;;;;;
370,29;;;;;;;;;;;;;;;;;;
370,3;;;;;;;;;;;;;;;;;;
370,31;;;;;;;;;;;;;;;;;;
370,32;;;;;;;;;;;;;;;;;;
370,33;;;;;;;;;;;;;;;;;;
370,34;;;;;;;;;;;;;;;;;;
370,35;;;;;;;;;;;;;;;;;;
370,36;;;;;;;;;;;;;;;;;;
370,37;;;;;;;;;;;;;;;;;;
370,38;;;;;;;;;;;;;;;;;;
370,39;;;;;;;;;;;;;;;;;;
370,4;;;;;;;;;;;;;;;;;;
370,41;;;;;;;;;;;;;;;;;;
370,42;;;;;;;;;;;;;;;;;;
370,43;;;;;;;;;;;;;;;;;;
370,44;370,44;;5;Loam;;42,21749761;41,80327389;15,9792285;;14,2581104;19,94913059;7,596032901;3,94;9,48;-3,32;2,76;1,54;14,4
370,45;;;;;;;;;;;;;;;;;;
370,46;;;;;;;;;;;;;;;;;;
370,47;370,47;;5;Loam;;47,14562592;33,69082443;19,16354965;;13,15080282;14,43753164;6,102489967;3,53117207;2,703241895;22,4638404;27,38154613;15,37157107;71,45137157
370,48;370,49;;5;Loam;;42,98620483;34,61021316;22,40358201;;4,94651213;16,27267262;13,39102841;5,547822629;11,49333864;8,669715649;3,817856433;3,658779081;33,18751243
370,49;;;;;;;;;;;;;;;;;;
370,5;;;;;;;;;;;;;;;;;;
370,51;;;;;;;;;;;;;;;;;;
370,52;;;;;;;;;;;;;;;;;;
370,53;370,53;;5;Sable;;88,31268852;7,81478712;3,872524359;;2,078249563;4,395778152;1,340759404;5,16;8,34;5,96;3,06;1,8;24,32
370,54;;;;;;;;;;;;;;;;;;
370,55;;;;;;;;;;;;;;;;;;
370,56;;;;;;;;;;;;;;;;;;
370,57;;;;;;;;;;;;;;;;;;
370,58;;;;;;;;;;;;;;;;;;
370,59;;;;;;;;;;;;;;;;;;
370,6;;;;;;;;;;;;;;;;;;
370,61;370,61;;2;Sable loameux;;88,7;3,6;7,6;;1,4;1,8;0,4;2;5,52;8,88;8,92;3,96;29,28
371;371;;2;Loam;;37,9;48,5;13,7;;9;17,4;22,1;7,84;22,9;22,02;19,18;8,36;80,3
372;372;;2;Loam;;50,4;33,6;16,1;;10,9;12,7;10;1,36;14,39;39,23;27,6;4,43;87,01
373;373;;2;Loam;;50,3;37,1;12,6;;9;15,4;12,6;;;;;;
374;374;;2;Loam;;42;40,5;17,5;;12,1;16,4;12;;;;;;
375;375;;2;Loam;;33,5;48,7;17,8;;15,3;15,6;17,8;;;;;;
376;376;;2;Loam limoneux;;24,6;55,9;19,5;;20,9;18,6;16,4;;;;;;
376;;;;;;;;;;;;;;;;;;
377;377;;2;Loam;;48,3;37,8;14;;9;15,4;13,3;;;;;;
378;378;;2;Sable loameux;;82,4;10,3;7,3;;2,8;2,6;4,9;;;;;;
379;379;;2;Sable loameux;;84,5;10,3;5,3;;2,8;2,6;4,9;;;;;;
380;380;;2;Sable;;88,3;7,7;4;;2,1;4,4;1,2;;;;;;
381;381;;2;Loam sableux;;66,5;22,3;11,3;;5;8,9;8,4;;;;;;
382;382;;2;Loam sableux;;64,6;22,7;12,6;;6,8;8;7,9;;;;;;
383;383;;2;Loam sableux;;64,6;22,7;12,6;;6,8;8;7,9;;;;;;
384;384;;2;Loam;;46,2;39,4;14,3;;11;15,4;13;;;;;;
385;385;;2;Loam;;29,7;47,2;23,1;;6,9;22,8;17,5;;;;;;
386;386;;2;Loam;;29,7;47,2;23,1;;6,9;22,8;17,5;;;;;;
387;387;;2;Loam;;40;40,5;19,6;;7,9;14,5;18;;;;;;
388;388;;2;Loam sableux;;73,4;21;5,6;;11,3;8,9;0,8;;;;;;
389;;;;;;;;;;;;;;;;;;
390;390;;2;Sable;;86,6;10,4;3;;3,9;5,3;1,2;;;;;;
390;390;;5;Sable;;96;0,761224062;3,238775938;;0,176692011;0,58;0;;;;;;
390;;;;;;;;;;;;;;;;;;
391;;;;;;;;;;;;;;;;;;
392;;;;;;;;;;;;;;;;;;
393;393;;2;Loam sableux;;51,1;46,9;2;;28;16,2;2,7;;;;;;
394;394;;2;Sable loameux;;84,6;12,8;2,6;;3,9;6,2;2,7;1,38;6,32;37,54;39,56;4,74;89,54
395;395;;2;Sable loameux;;85,8;11;3,2;;4,7;5,3;1;;;;;;
396;396;;2;Sable;;87;10,4;2,6;;5,4;3,5;1,5;;;;;;
397;397;;2;Sable loameux;;86,3;9,7;4;;2,2;5,3;2,3;;;;;;
398;398;;2;Sable loameux;;84,6;11,4;4;;3,9;6,2;1,3;;;;;;
399;399;;2;Sable;;88,7;9,3;2;;3,8;4,4;1,2;;;;;;
400;400;;2;Sable;;86,6;11,4;2;;3,9;5,3;2,2;;;;;;
401;401;;2;Sable loameux;;86,6;9,4;4;;3,9;5,3;2,2;;;;;;
402;402;;2;Sable loameux;;73,6;24,4;2;;13,1;8,9;2,4;;;;;;
403;403;;2;Sable loameux;;82,6;13,4;4;;4;7,1;2,3;;;;;;
404;404;;2;Loam sableux;;70,8;22,5;6,7;;7,8;10,7;4;;;;;;
405;405;;2;Sable loameux;;79,7;18,9;1,4;;11,7;5,3;1,9;;;;;;
406;406;;2;Sable loameux;;85,2;12,2;2,6;;7,1;3,5;1,6;;;;;;
407;407;;5;Argile limoneuse;;1;47,9;51,52847736;;11,12157472;22,40318043;15,41937769;;;;;;
407;407;;2;Loam limono-argileux;;14,7;45,6;39,7;;12,1;21;12,5;;;;;;
407;408;;5;Sable;;89,76925028;6,251878142;3,978871577;;2,395296946;2,660506344;1,196074852;0,616179686;0,139137348;0,417412045;0,596302922;1,928046114;3,697078116
408;408;;2;Sable;;90,8;7,2;2;;4,3;1,7;1,1;;;;;;
409;409;;2;Sable;;88,6;8,7;2,6;;3,7;3,5;1,6;0,663116648;3,576811012;23,52054657;47,58364312;5,435547071;80,77966442
410;410;;2;Sable loameux;;81,9;16,7;1,4;;12,4;3,5;0,8;;;;;;
411;411;;2;Sable loameux;;72,4;25,6;2;;20;4,4;1,2;;;;;;
412;412;;2;Loam sableux;;64,2;34,8;1;;26,3;6,2;2,3;;;;;;
413;413;;2;Sable loameux;;79,5;17,8;2,6;;10,8;4,4;2,6;;;;;;
414;414;;2;Sable loameux;;81,3;16;2,6;;9,1;5,3;1,7;;;;;;
415;415;;2;Sable loameux;;81,3;10,4;8,3;;29,1;40,3;11,9;;;;;;
416;416;;2;Sable;;87,1;10,9;2;;6,2;3,5;1,2;;;;;;
417;;;;;;;;;;;;;;;;;;
418;418;;5;Loam limoneux;;32,25031981;57,63428461;10,11539558;;19,52800014;28,39195568;9,714328785;;;;;;
418;418;;2;Loam;;39,8;48,5;11,7;;19,5;19,1;9,9;;;;;;
418;;;;;;;;;;;;;;;;;;
419;419;;2;Loam sableux;;58,7;30,6;10,7;;11,8;12,6;6,3;13,04091267;14,63414634;-4,937057435;6,097560976;5,035405193;33,87096774
420;420;;2;Loam limoneux;;25,6;52,2;22,2;;17,6;23,9;10,8;;;;;;
;420;;5;Loam;;45,10084353;37,11022731;17,78892916;;11,24175478;25,85;0;;;;;;
421;421;;5;Sable loameux;;76,25920331;18,42213886;5,318657834;;9,374847819;7,069483778;1,977807258;;;;;;
421;421;;2;Sable loameux;;78,2;18,1;3,7;;10,3;7;0,8;0,699300699;1,618381618;3,376623377;5,134865135;7,172827173;18,001998
421;;;;;;;;;;;;;;;;;;
422;422;;2;Loam sableux;;63,6;23,5;12,9;;8,8;10,6;4,1;3,16675434;4,018937401;5,302472383;38,42188322;23,52446081;74,43450815
423;423;;5;Loam sableux;;55,97348887;30,3889267;13,63758443;;14,4939236;11,43799579;4,45700731;;;;;;
423;423;;2;Loam sableux;;62,1;30,5;7,4;;18,4;9,7;2,4;;;;;;
423;;;;;;;;;;;;;;;;;;
424;424;;2;Loam sableux;;53,2;28,3;18,5;;6,9;14,3;7,1;3,463838429;12,42243033;19,1131671;6,374816654;6,93895972;48,31321223
425;425;;2;Sable;;87,7;8,6;3,7;;4,6;3,5;0,6;;;;;;
426;426;;2;Sable loameux;;83,9;10,7;5,4;;6,4;3,5;0,9;;;;;;
427;427;;2;Sable loameux;;81,8;12,5;5,7;;6,5;5,2;0,7;;;;;;
428;428;;2;Sable loameux;;83,9;10,7;5,4;;6,4;3,5;0,9;;;;;;
429;429;;2;Sable;;87,7;8,3;4;;4,6;3,5;0,2;;;;;;
430;430;;2;Loam sableux;;74,1;20,5;5,4;;11,3;6,1;3,1;;;;;;
430,01;;;;;;;;;;;;;;;;;;
430,02;;;;;;;;;;;;;;;;;;
430,03;;;;;;;;;;;;;;;;;;
430,04;;;;;;;;;;;;;;;;;;
430,05;;;;;;;;;;;;;;;;;;
430,06;430,06;;2;Sable loameux;;88,73968568;3,623521018;7,636793298;;1,42806405;1,750649987;0,44480698;;;;;;
431;;;;;;;;;;;;;;;;;;
432;;;;;;;;;;;;;;;;;;
433;;;;;;;;;;;;;;;;;;
434;;;;;;;;;;;;;;;;;;
435;;;;;;;;;;;;;;;;;;
436;;;;;;;;;;;;;;;;;;
437;;;;;;;;;;;;;;;;;;
438;;;;;;;;;;;;;;;;;;
439;;;;;;;;;;;;;;;;;;
440;;;;;;;;;;;;;;;;;;
441;;;;;;;;;;;;;;;;;;
442;;;;;;;;;;;;;;;;;;
443;;;;;;;;;;;;;;;;;;
444;;;;;;;;;;;;;;;;;;
445;;;;;;;;;;;;;;;;;;
446;;;;;;;;;;;;;;;;;;
447;;;;;;;;;;;;;;;;;;
447;;;;;;;;;;;;;;;;;;
448;;;;;;;;;;;;;;;;;;
449;;;;;;;;;;;;;;;;;;
450;;;;;;;;;;;;;;;;;;
451;;;;;;;;;;;;;;;;;;
452;;;;;;;;;;;;;;;;;;
453;;;;;;;;;;;;;;;;;;
454;;;;;;;;;;;;;;;;;;
455;;;;;;;;;;;;;;;;;;
456;;;;;;;;;;;;;;;;;;
457;;;;;;;;;;;;;;;;;;
458;;;;;;;;;;;;;;;;;;
459;;;;;;;;;;;;;;;;;;
460;;;;;;;;;;;;;;;;;;
461;;;;;;;;;;;;;;;;;;
462;;;;;;;;;;;;;;;;;;
463;;;;;;;;;;;;;;;;;;
464;;;;;;;;;;;;;;;;;;
465;;;;;;;;;;;;;;;;;;
466;;;;;;;;;;;;;;;;;;
467;;;;;;;;;;;;;;;;;;
468;;;;;;;;;;;;;;;;;;
469;;;;;;;;;;;;;;;;;;
470;;;;;;;;;;;;;;;;;;
471;;;;;;;;;;;;;;;;;;
472;;;;;;;;;;;;;;;;;;
473;;;;;;;;;;;;;;;;;;
474;;;;;;;;;;;;;;;;;;
475;;;;;;;;;;;;;;;;;;
476;;;;;;;;;;;;;;;;;;
477;;;;;;;;;;;;;;;;;;
478;;;;;;;;;;;;;;;;;;
