IDEN;No.inventory;Density_gPcm3;WB_perc;LOI_perc;Cactiv_mgPkg;C_perc;N_perc;S_perc
3126;14LEP4107;;;;;2.39;;
3127;14LEP4108;;;;;2.5396;;
3128;14LEP4109;;;;;2.1976;;
3129;14LEP4110;;;;;3.3063;;
3130;14LEP4111;;;;;2.8474;;
3131;14LEP4112;;;;;2.5515;;
3132;14LEP4113;;;;;2.0636;;
3133;14LEP4114;;;;;2.4971;;
3134;14LEP4115;;;;;2.3483;;
3135;14LEP4116;;;;;2.8135;;
3136;14LEP4117;;;;;3.3264;;
3137;14LEP4118;;;;;2.769;;
3138;14LEP4119;;;;;2.6863;;
3139;14LEP4120;;;;;1.8837;;
3140;14LEP4121;;;;;1.1409;;
3141;14LEP4122;;;;;2.9433;;
3142;14LEP4123;;;;;2.3441;;
3143;14LEP4124;;;;;1.6338;;
3144;14LEP4125;;;;;1.0846;;
3145;14LEP4126;;;;;2.3139;;
3146;14LEP4127;;;;;1.78;;
3147;14LEP4128;;;;;3.0644;;
3148;14LEP4129;;;;;2.2572;;
3149;14LEP4130;;;;;2.5083;;
3150;14LEP4131;;;;;1.3156;;
3151;14LEP4132;;;;;2.3084;;
3152;14LEP4133;;;;;2.0231;;
3153;14LEP4134;;;;;3.0176;;
3154;14LEP4135;;;;;2.5937;;
3155;14LEP4136;;;;;2.4123;;
3156;14LEP4137;;;;;2.362;;
3157;14LEP4138;;;;;2.6594;;
3158;14LEP4139;;;;;2.259;;
3159;14LEP4140;;;;;2.1927;;
3160;14LEP4141;;;;;2.231;;
3161;14LEP4142;;;;;2.6926;;
3162;14LEP4143;;;;;1.3095;;
3163;14LEP4144;;;;;3.0951;;
3164;14LEP4145;;;;;2.7262;;
3165;14LEP4146;;;;;4.2449;;
3166;14LEP4147;;;;;3.537;;
3167;14LEP4148;;;;;3.6323;;
3168;14LEP4149;;;;;2.3807;;
3169;14LEP4150;;;;;3.3379;;
3170;14LEP4151;;;;;2.6171;;
3171;14LEP4152;;;;;3.0237;;
3172;14LEP4153;;;;;2.8474;;
3173;14LEP4154;;;;;2.7159;;
3174;14LEP4155;;;;;3.0474;;
3175;14LEP4156;;;;;3.0894;;
3176;14LEP4157;;;;;2.8063;;
3177;14LEP4158;;;;;1.4445;;
3178;14LEP4159;;;;;1.8175;;
3179;14LEP4160;;;;;1.81;;
3180;14LEP4161;;;;;2.4828;;
3181;14LEP4162;;;;;1.755;;
3182;14LEP4163;;;;;2.0713;;
3183;14LEP4164;;;;;2.4083;;
3184;14LEP4165;;;;;2.3287;;
3185;14LEP4166;;;;;2.401;;
3186;14LEP4167;;;;;2.4564;;
3187;14LEP4168;;;;;2.4335;;
3188;14LEP4169;;;;;2.4203;;
3189;14LEP4170;;;;;2.5423;;
3190;14LEP4171;;;;;2.5415;;
3191;14LEP4172;;;;;2.354;;
3192;14LEP4173;;;;;2.4707;;
3193;14LEP4174;;;;;2.1953;;
3194;14LEP4175;;;;;2.6096;;
3195;14LEP4176;;;;;2.5192;;
3196;14LEP4177;;;;;2.1949;;
3197;14LEP4178;;;;;2.2388;;
3198;14LEP4179;;;;;2.4907;;
3199;14LEP4180;;;;;2.1823;;
3200;14LEP4181;;;;;2.3859;;
3201;14LEP4182;;;;;2.2441;;
3202;14LEP4183;;;;;3.5424;;
3203;14LEP4184;;;;;2.118;;
3204;14LEP4185;;;;;1.9936;;
3205;14LEP4186;;;;;4.2725;;
3206;14LEP4187;;;;;2.1942;;
3207;14LEP4188;;;;;2.6214;;
3208;14LEP4189;;;;;3.0308;;
3209;14LEP4190;;;;;3.0572;;
3210;14LEP4191;;;;;3.1554;;
3211;14LEP4192;;;;;2.6313;;
3212;14LEP4193;;;;;2.6446;;
3213;14LEP4194;;;;;2.9625;;
3214;14LEP4195;;;;;2.3866;;
3215;14LEP4196;;;;;2.8629;;
3216;14LEP4197;;;;;3.6282;;
3217;14LEP4198;;;;;1.4167;;
3218;14LEP4199;;;;;2.636;;
3219;14LEP4200;;;;;2.0404;;
3220;14LEP4201;;;;;3.6365;;
3221;14LEP4202;;;;;2.5989;;
3222;14LEP4203;;;;;1.8009;;
3223;14LEP4204;;;;;1.7881;;
3224;14LEP4205;;;;;3.0153;;
3225;14LEP4206;;;;;1.9282;;
3226;14LEP4207;;;;;2.2306;;
3227;14LEP4208;;;;;2.6961;;
3228;14LEP4209;;;;;2.4467;;
3229;14LEP4210;;;;;2.6247;;
3230;14LEP4211;;;;;2.4022;;
3231;14LEP4212;;;;;2.8494;;
3232;14LEP4213;;;;;2.6581;;
3233;14LEP4214;;;;;2.5002;;
3234;14LEP4215;;;;;1.3691;;
3235;14LEP4216;;;;;2.4427;;
3236;14LEP4217;;;;;1.6014;;
3237;14LEP4218;;;;;2.3248;;
3238;14LEP4219;;;;;1.8316;;
3239;14LEP4220;;;;;2.7201;;
3240;14LEP4221;;;;;1.7478;;
3241;14LEP4222;;;;;2.7084;;
3242;14LEP4223;;;;;1.8535;;
3243;14LEP4224;;;;;3.0837;;
3244;14LEP4225;;;;;1.7888;;
3245;14LEP4226;;;;;2.7878;;
3246;14LEP4227;;;;;2.5558;;
3247;14LEP4228;;;;;4.171;;
3248;14LEP4229;;;;;2.8736;;
3249;14LEP4230;;;;;4.4524;;
3250;14LEP4231;;;;;1.4548;;
3251;14LEP4232;;;;;3.0098;;
3252;14LEP4233;;;;;2.3651;;
3253;14LEP4234;;;;;2.2607;;
3254;14LEP4235;;;;;1.4295;;
3255;14LEP4236;;;;;2.9614;;
3256;14LEP4237;;;;;2.7863;;
3257;14LEP4238;;;;;2.5473;;
3258;14LEP4239;;;;;2.1068;;
3259;14LEP4240;;;;;2.5522;;
3260;14LEP4241;;;;;3.5263;;
3261;14LEP4242;;;;;3.4323;;
3262;14LEP4243;;;;;3.7811;;
3263;14LEP4244;;;;;4.7237;;
3264;14LEP4245;;;;;1.759;;
3265;14LEP4246;;;;;4.1212;;
3266;14LEP4247;;;;;1.2373;;
3267;14LEP4248;;;;;2.1103;;
3268;14LEP4249;;;;;1.2283;;
3269;14LEP4250;;;;;2.0909;;
3270;14LEP4251;;;;;0.9567;;
3271;14LEP4252;;;;;2.1962;;
3272;14LEP4253;;;;;0.9104;;
3273;14LEP4254;;;;;2.4069;;
3274;14LEP4255;;;;;0.9565;;
3275;14LEP4256;;;;;2.231;;
3276;14LEP4257;;;;;1.2048;;
3277;14LEP4258;;;;;2.3454;;
3278;14LEP4259;;;;;1.1289;;
3279;14LEP4260;;;;;2.1841;;
3280;14LEP4261;;;;;1.3264;;
3281;14LEP4262;;;;;2.1469;;
3282;14LEP4263;;;;;1.091;;
3283;14LEP4264;;;;;2.4534;;
3284;14LEP4265;;;;;0.9776;;
3285;14LEP4266;;;;;2.5722;;
3286;14LEP4267;;;;;0.7762;;
3287;14LEP4268;;;;;2.5417;;
3288;14LEP4269;;;;;0.9088;;
3289;14LEP4270;;;;;1.775;;
3290;14LEP4271;;;;;1.4604;;
3291;14LEP4272;;;;;1.9072;;
3292;14LEP4273;;;;;0.8612;;
3293;14LEP4274;;;;;2.3764;;
3294;14LEP4275;;;;;0.6717;;
3295;14LEP4276;;;;;2.5543;;
3296;14LEP4277;;;;;1.3301;;
3297;14LEP4278;;;;;2.034;;
3298;14LEP4279;;;;;1.2376;;
3299;14LEP4280;;;;;2.1825;;
3300;14LEP4281;;;;;1.2014;;
3301;14LEP4282;;;;;2.1701;;
3302;14LEP4283;;;;;1.7846;;
3303;14LEP4284;;;;;2.3114;;
3304;14LEP4285;;;;;1.4754;;
3305;14LEP4286;;;;;2.0445;;
3306;14LEP4287;;;;;1.1212;;
3307;14LEP4288;;;;;1.9246;;
3308;14LEP4289;;;;;1.502;;
3309;14LEP4290;;;;;;;
3310;14LEP4291;;;;;;;
3311;14LEP4292;;;;;2.1596;;
3312;14LEP4293;;;;;2.0547;;
3313;14LEP4294;;;;;2.0283;;
3314;14LEP4295;;;;;1.011;;
3315;14LEP4296;;;;;;;
3316;14LEP4297;;;;;;;
3317;14LEP4298;;;;;2.1966;;
3318;14LEP4299;;;;;1.3484;;
3319;14LEP4300;;;;;2.4582;;
3320;14LEP4301;;;;;1.6452;;
3321;14LEP4302;;;;;2.2157;;
3322;14LEP4303;;;;;1.1684;;
3323;14LEP4304;;;;;2.1743;;
3324;14LEP4305;;;;;1.021;;
3325;14LEP4306;;;;;2.0728;;
3326;14LEP4307;;;;;1.1691;;
3327;14LEP4308;;;;;2.3592;;
3328;14LEP4309;;;;;0.815;;
3329;14LEP4310;;;;;1.9912;;
3330;14LEP4311;;;;;0.5866;;
3331;14LEP4312;;;;;2.0636;;
3332;14LEP4313;;;;;0.8806;;
3333;14LEP4314;;;;;0.8555;;
3334;14LEP4315;;;;;2.4525;;
3335;14LEP4316;;;;;0.9892;;
3336;14LEP4317;;;;;1.7271;;
3337;14LEP4318;;;;;1.3331;;
3338;14LEP4319;;;;;1.449;;
3339;14LEP4320;;;;;1.3028;;
3340;14LEP4321;;;;;2.1591;;
3341;14LEP4322;;;;;1.992;;
3342;14LEP4323;;;;;0.9182;;
3343;14LEP4324;;;;;2.4516;;
3344;14LEP4325;;;;;0.9575;;
3345;14LEP4326;;;;;2.2221;;
3346;14LEP4327;;;;;2.6175;;
3347;14LEP4328;;;;;2.4804;;
3348;14LEP4329;;;;;2.2601;;
3349;14LEP4330;;;;;2.5405;;
3350;14LEP4331;;;;;2.1065;;
3351;14LEP4332;;;;;1.9604;;
3352;14LEP4333;;;;;2.5858;;
3353;14LEP4334;;;;;1.4815;;
3354;14LEP4335;;;;;0.6572;;
3355;14LEP4336;;;;;0.7204;;
3356;14LEP4337;;;;;0.7966;;
3357;14LEP4338;;;;;1.2496;;
3358;14LEP4339;;;;;1.3877;;
3359;14LEP4340;;;;;1.239;;
3360;14LEP4341;;;;;1.4813;;
3361;14LEP4342;;;;;1.5607;;
3362;14LEP4343;;;;;1.1394;;
3363;14LEP4344;;;;;3.7272;;
3364;14LEP4345;;;;;4.7939;;
3365;14LEP4346;;;;;4.1674;;
3366;14LEP4347;;;;;4.1988;;
3367;14LEP4348;;;;;4.525;;
3368;14LEP4349;;;;;4.3432;;
3369;14LEP4350;;;;;4.6931;;
3370;14LEP4351;;;;;5.0272;;
3371;14LEP4352;;;;;4.7952;;
3372;14LEP4353;;;;;1.3279;;
3373;14LEP4354;;;;;1.8439;;
3374;14LEP4355;;;;;1.9569;;
3375;18LEP0001;;;;;2.7148;;
3376;18LEP0002;;;;;2.204;;
3377;18LEP0003;;;;;2.3991;;
3378;18LEP0004;;;;;0.225;;
3379;18LEP0005;;;;;0.175;;
3380;18LEP0006;;;;;4.2163;;
3381;18LEP0007;;;;;1.0259;;
3382;18LEP0008;;;;;0.3305;;
3383;18LEP0009;;;;;0.8752;;
3384;18LEP0010;;;;;2.5311;;
3385;18LEP0011;;;;;0.5371;;
3386;18LEP0012;;;;;0.1629;;
3387;18LEP0013;;;;;0.296;;
3388;18LEP0014;;;;;2.8343;;
3389;18LEP0015;;;;;0.978;;
3390;18LEP0016;;;;;0.3444;;
3391;18LEP0017;;;;;0.1273;;
3392;18LEP0018;;;;;2.6497;;
3393;18LEP0019;;;;;1.0475;;
3394;18LEP0020;;;;;0.2435;;
3395;18LEP0021;;;;;0.1039;;
3396;18LEP0022;;;;;2.3218;;
3397;18LEP0023;;;;;1.7097;;
3398;18LEP0024;;;;;0.6688;;
3399;18LEP0025;;;;;0.2378;;
3400;18LEP0026;;;;;0.3286;;
3401;18LEP0027;;;;;3.2482;;
3402;18LEP0028;;;;;1.3366;;
3403;18LEP0029;;;;;0.6175;;
3404;18LEP0030;;;;;0.4285;;
3405;18LEP0031;;;;;2.1724;;
3406;18LEP0032;;;;;0.4734;;
3407;18LEP0033;;;;;0.2488;;
3408;18LEP0034;;;;;0.1022;;
3409;18LEP0035;;;;;3.4411;;
3410;18LEP0036;;;;;0.3958;;
3411;18LEP0037;;;;;0.2298;;
3412;18LEP0038;;;;;0.227;;
3413;18LEP0039;;;;;0.1194;;
3414;18LEP0040;;;;;0.1952;;
3415;18LEP0041;;;;;1.2628;;
3416;18LEP0042;;;;;1.3114;;
3417;18LEP0043;;;;;0.1153;;
3418;18LEP0044;;;;;0.1233;;
3419;18LEP0045;;;;;0.1253;;
3420;18LEP0046;;;;;3.4062;;
3421;18LEP0047;;;;;0.5321;;
3422;18LEP0048;;;;;0.1091;;
3423;18LEP0049;;;;;0.1081;;
3424;18LEP0050;;;;;0.0949;;
3425;18LEP0051;;;;;2.7413;;
3426;18LEP0052;;;;;;;
3427;18LEP0053;;;;;1.7157;;
3428;18LEP0054;;;;;0.1264;;
3429;18LEP0055;;;;;0.0885;;
3430;18LEP0056;;;;;2.718;;
3431;18LEP0057;;;;;1.1707;;
3432;18LEP0058;;;;;0.14;;
3433;18LEP0059;;;;;0.0398;;
3434;18LEP0060;;;;;2.4624;;
3435;18LEP0061;;;;;1.0633;;
3436;18LEP0062;;;;;0.6102;;
3437;18LEP0063;;;;;0.3854;;
3438;18LEP0064;;;;;1.972;;
3439;18LEP0065;;;;;0.9747;;
3440;18LEP0066;;;;;0.3584;;
3441;18LEP0067;;;;;0.5039;;
3442;18LEP0068;;;;;3.3612;;
3443;18LEP0069;;;;;1.4653;;
3444;18LEP0070;;;;;0.3919;;
3445;18LEP0071;;;;;0.0795;;
3446;18LEP0072;;;;;3.3492;;
3447;18LEP0073;;;;;0.6454;;
3448;18LEP0074;;;;;0.3584;;
3449;18LEP0075;;;;;0.185;;
3450;18LEP0076;;;;;2.7545;;
3451;18LEP0077;;;;;1.336;;
3452;18LEP0078;;;;;0.5395;;
3453;18LEP0079;;;;;0.1289;;
3454;18LEP0080;;;;;3.5438;;
3455;18LEP0081;;;;;0.3946;;
3456;18LEP0082;;;;;0.1181;;
3457;18LEP0083;;;;;0.6739;;
3458;18LEP0084;;;;;0.1509;;
3459;18LEP0085;;;;;2.9856;;
3460;18LEP0086;;;;;1.046;;
3461;18LEP0087;;;;;0.2882;;
3462;18LEP0088;;;;;0.0637;;
3463;18LEP0089;;;;;3.0544;;
3464;18LEP0090;;;;;1.8503;;
3465;18LEP0091;;;;;0.9985;;
3466;18LEP0092;;;;;0.3554;;
3467;18LEP0093;;;;;0.4077;;
3468;18LEP0094;;;;;2.9483;;
3469;18LEP0095;;;;;3.5213;;
3470;18LEP0096;;;;;1.6488;;
3471;18LEP0097;;;;;0.263;;
3472;18LEP0098;;;;;0.6738;;
3473;18LEP0099;;;;;0.1774;;
3474;18LEP0100;;;;;0.066;;
3475;18LEP0101;;;;;0.0792;;
3476;18LEP0102;;;;;1.2637;;
3477;18LEP0103;;;;;0.5293;;
3478;18LEP0104;;;;;0.2667;;
3479;18LEP0105;;;;;0.0883;;
3480;18LEP0106;;;;;1.2677;;
3481;18LEP0107;;;;;0.4897;;
3482;18LEP0108;;;;;0.2321;;
3483;18LEP0109;;;;;;;
3484;18LEP0110;;;;;0.0651;;
3485;18LEP0111;;;;;2.3769;;
3486;18LEP0112;;;;;2.1035;;
3487;18LEP0113;;;;;0.3573;;
3488;18LEP0114;;;;;0.5337;;
3489;18LEP0115;;;;;2.121;;
3490;18LEP0116;;;;;0.6486;;
3491;18LEP0117;;;;;0.2056;;
3492;18LEP0118;;;;;0.1055;;
3493;18LEP0119;;;;;3.5428;;
3494;18LEP0120;;;;;1.3916;;
3495;18LEP0121;;;;;0.2921;;
3496;18LEP0122;;;;;0.1084;;
3497;18LEP0123;;;;;3.2693;;
3498;18LEP0124;;;;;1.185;;
3499;18LEP0125;;;;;0.4628;;
3500;18LEP0126;;;;;0.1646;;
3501;18LEP0127;;;;;4.9454;;
3502;18LEP0128;;;;;0.2698;;
3503;18LEP0129;;;;;0.1402;;
3504;18LEP0130;;;;;0.1575;;
3505;18LEP0131;;;;;0.4926;;
3506;18LEP0132;;;;;2.581;;
3507;18LEP0133;;;;;1.0338;;
3508;18LEP0134;;;;;0.389;;
3509;18LEP0135;;;;;0.0512;;
3510;18LEP0136;;;;;2.3923;;
3511;18LEP0137;;;;;0.8962;;
3512;18LEP0138;;;;;0.4811;;
3513;18LEP0139;;;;;0.2055;;
3514;18LEP0140;;;;;2.9222;;
3515;18LEP0141;;;;;1.2127;;
3516;18LEP0142;;;;;0.2455;;
3517;18LEP0143;;;;;0.1103;;
3518;18LEP0144;;;;;4.2788;;
3519;18LEP0145;;;;;1.4536;;
3520;18LEP0146;;;;;0.4413;;
3521;18LEP0147;;;;;0.1308;;
3522;18LEP0148;;;;;0.1009;;
3523;18LEP0149;;;;;2.6788;;
3524;18LEP0150;;;;;0.3145;;
3525;18LEP0151;;;;;0.3177;;
3526;18LEP0152;;;;;0.1368;;
3527;18LEP0153;;;;;0.1474;;
3528;18LEP0154;;;;;1.9583;;
3529;18LEP0155;;;;;1.3227;;
3530;18LEP0156;;;;;1.0988;;
3531;18LEP0157;;;;;0.1661;;
3532;18LEP0158;;;;;0.3794;;
3533;18LEP0159;;;;;3.218;;
3534;18LEP0160;;;;;1.3379;;
3535;18LEP0161;;;;;0.9904;;
3536;18LEP0162;;;;;0.0783;;
3537;18LEP0163;;;;;3.1933;;
3538;18LEP0164;;;;;0.4695;;
3539;18LEP0165;;;;;0.1475;;
3540;18LEP0166;;;;;0.1218;;
3541;18LEP0167;;;;;0.0734;;
3542;18LEP0168;;;;;1.7549;;
3543;18LEP0169;;;;;0.8852;;
3544;18LEP0170;;;;;0.7356;;
3545;18LEP0171;;;;;3.3054;;
3546;18LEP0172;;;;;3.1228;;
3547;18LEP0173;;;;;0.2385;;
3548;18LEP0174;;;;;0.2362;;
3549;18LEP0175;;;;;2.0628;;
3550;18LEP0176;;;;;1.5869;;
3551;18LEP0177;;;;;0.5853;;
3552;18LEP0178;;;;;0.2214;;
3553;18LEP0179;;;;;0.0858;;
3554;18LEP0180;;;;;2.1008;;
3555;18LEP0181;;;;;0.5648;;
3556;18LEP0182;;;;;0.2108;;
3557;18LEP0183;;;;;0.1327;;
3558;18LEP0184;;;;;0.0825;;
3559;18LEP0185;;;;;2.3472;;
3560;18LEP0186;;;;;0.5279;;
3561;18LEP0187;;;;;0.3193;;
3562;18LEP0188;;;;;0.1025;;
3563;18LEP0189;;;;;0.2132;;
3564;18LEP0190;;;;;0.0649;;
3565;18LEP0191;;;;;2.3039;;
3566;18LEP0192;;;;;1.2237;;
3567;18LEP0193;;;;;0.3693;;
3568;18LEP0194;;;;;0.1822;;
3569;18LEP0195;;;;;0.063;;
3570;18LEP0196;;;;;2.6017;;
3571;18LEP0197;;;;;0.3347;;
3572;18LEP0198;;;;;0.2655;;
3573;18LEP0199;;;;;0.0696;;
3574;18LEP0200;;;;;2.8588;;
3575;18LEP0201;;;;;0.7233;;
3576;18LEP0202;;;;;0.2794;;
3577;18LEP0203;;;;;0.1039;;
3578;18LEP0204;;;;;0.0804;;
3579;18LEP0205;;;;;5.1924;;
3580;18LEP0206;;;;;3.2944;;
3581;18LEP0207;;;;;0.179;;
3582;18LEP0208;;;;;0.1918;;
3583;18LEP0209;;;;;4.9884;;
3584;18LEP0210;;;;;1.6125;;
3585;18LEP0211;;;;;0.3417;;
3586;18LEP0212;;;;;0.1099;;
3587;18LEP0213;;;;;4.7422;;
3588;18LEP0214;;;;;0.8104;;
3589;18LEP0215;;;;;0.137;;
3590;19LEP0001;;;;;3.1183;;
3591;19LEP0002;;;;;2.6897;;
3592;19LEP0003;;;;;1.3347;;
3593;19LEP0004;;;;;3.0144;;
3594;19LEP0005;;;;;2.6238;;
3595;19LEP0006;;;;;1.4357;;
3596;19LEP0007;;;;;3.2478;;
3597;19LEP0008;;;;;3.3042;;
3598;19LEP0009;;;;;0.8397;;
3599;19LEP0010;;;;;2.2664;;
3600;19LEP0011;;;;;1.8629;;
3601;19LEP0012;;;;;1.0867;;
3602;19LEP0013;;;;;1.7874;;
3603;19LEP0014;;;;;1.5985;;
3604;19LEP0015;;;;;1.3811;;
3605;19LEP0016;;;;;2.0333;;
3606;19LEP0017;;;;;1.6952;;
3607;19LEP0018;;;;;2.7567;;
3608;19LEP0019;;;;;4.2499;;
3609;19LEP0020;;;;;2.472;;
3610;19LEP0021;;;;;2.2017;;
3611;19LEP0022;;;;;4.0378;;
3612;19LEP0023;;;;;2.4958;;
3613;19LEP0024;;;;;2.3716;;
3614;19LEP0025;;;;;1.4101;;
3615;19LEP0026;;;;;2.5923;;
3616;19LEP0027;;;;;2.5656;;
3617;19LEP0028;;;;;0.3987;;
3618;19LEP0029;;;;;2.6017;;
3619;19LEP0030;;;;;2.8046;;
3620;19LEP0031;;;;;0.2905;;
3621;19LEP0032;;;;;2.1655;;
3622;19LEP0033;;;;;2.3924;;
3623;19LEP0034;;;;;0.2813;;
3624;19LEP0035;;;;;3.8649;;
3625;19LEP0036;;;;;0.5394;;
3626;19LEP0037;;;;;3.4994;;
3627;19LEP0038;;;;;0.5829;;
3628;19LEP0039;;;;;3.1417;;
3629;19LEP0040;;;;;0.2419;;
3630;19LEP0041;;;;;1.4273;;
3631;19LEP0042;;;;;0.8979;;
3632;19LEP0043;;;;;0.0908;;
3633;19LEP0044;;;;;1.2846;;
3634;19LEP0045;;;;;0.1675;;
3635;19LEP0046;;;;;0.9618;;
3636;19LEP0047;;;;;1.9378;;
3637;19LEP0048;;;;;0.9751;;
3638;19LEP0049;;;;;0.5095;;
3639;19LEP0050;;;;;3.0359;;
3640;19LEP0051;;;;;2.8944;;
3641;19LEP0052;;;;;0.5201;;
3642;19LEP0053;;;;;3.5723;;
3643;19LEP0054;;;;;3.825;;
3644;19LEP0055;;;;;1.4292;;
3645;19LEP0056;;;;;3.8477;;
3646;19LEP0057;;;;;3.5829;;
3647;19LEP0058;;;;;1.0776;;
3648;19LEP0059;;;;;3.4747;;
3649;19LEP0060;;;;;1.4051;;
3650;19LEP0061;;;;;3.6876;;
3651;19LEP0062;;;;;0.8985;;
3652;19LEP0063;;;;;3.4858;;
3653;19LEP0064;;;;;1.1412;;
3654;19LEP0065;;;;;4.2481;;
3655;19LEP0066;;;;;0.4209;;
3656;19LEP0067;;;;;4.1075;;
3657;19LEP0068;;;;;1.1725;;
3658;19LEP0069;;;;;2.8363;;
3659;19LEP0070;;;;;0.2029;;
3660;19LEP0071;;;;;2.8131;;
3661;19LEP0072;;;;;2.6484;;
3662;19LEP0073;;;;;1.1606;;
3663;19LEP0074;;;;;2.0741;;
3664;19LEP0075;;;;;0.997;;
3665;19LEP0076;;;;;2.9143;;
3666;19LEP0077;;;;;1.666;;
3667;19LEP0078;;;;;3.2776;;
3668;19LEP0079;;;;;1.2838;;
3669;19LEP0080;;;;;2.2236;;
3670;19LEP0081;;;;;2.9198;;
3671;19LEP0082;;;;;3.3904;;
3672;19LEP0083;;;;;1.6806;;
3673;19LEP0084;;;;;2.572;;
3674;19LEP0085;;;;;2.006;;
3675;19LEP0086;;;;;2.5467;;
3676;19LEP0087;;;;;0.3723;;
3677;19LEP0088;;;;;2.9248;;
3678;19LEP0089;;;;;0.8823;;
3679;19LEP0090;;;;;2.2984;;
3680;19LEP0091;;;;;0.134;;
3681;19LEP0092;;;;;2.4707;;
3682;19LEP0093;;;;;0.5036;;
3683;19LEP0094;;;;;2.5332;;
3684;19LEP0095;;;;;0.0959;;
3685;19LEP0096;;;;;4.75;;
3686;19LEP0097;;;;;5.0433;;
3687;19LEP0098;;;;;1.3694;;
3688;19LEP0099;;;;;3.9133;;
3689;19LEP0100;;;;;3.801;;
3690;19LEP0101;;;;;0.4911;;
3691;19LEP0102;;;;;4.5729;;
3692;19LEP0103;;;;;4.51;;
3693;19LEP0104;;;;;2.0125;;
3694;19LEP0105;;;;;2.6564;;
3695;19LEP0106;;;;;3.4125;;
3696;19LEP0107;;;;;0.6702;;
3697;19LEP0108;;;;;2.6422;;
3698;19LEP0109;;;;;2.4466;;
3699;19LEP0110;;;;;0.682;;
3700;19LEP0111;;;;;2.2376;;
3701;19LEP0112;;;;;1.6345;;
3702;19LEP0113;;;;;0.4705;;
3703;19LEP0114;;;;;2.5517;;
3704;19LEP0115;;;;;2.9962;;
3705;19LEP0116;;;;;0.9228;;
3706;19LEP0117;;;;;2.618;;
3707;19LEP0118;;;;;2.6415;;
3708;19LEP0119;;;;;0.8848;;
3709;19LEP0120;;;;;3.2052;;
3710;19LEP0121;;;;;2.8558;;
3711;19LEP0122;;;;;1.0619;;
3712;19LEP0123;;;;;2.6858;;
3713;19LEP0124;;;;;0.402;;
3714;19LEP0125;;;;;1.7964;;
3715;19LEP0126;;;;;0.4482;;
3716;19LEP0127;;;;;3.0671;;
3717;19LEP0128;;;;;1.5325;;
3718;19LEP0129;;;;;2.8616;;
3719;19LEP0130;;;;;2.569;;
3720;19LEP0131;;;;;0.3989;;
3721;19LEP0132;;;;;2.6051;;
3722;19LEP0133;;;;;3.4669;;
3723;19LEP0134;;;;;0.9288;;
3724;19LEP0135;;;;;3.059;;
3725;19LEP0136;;;;;4.0025;;
3726;19LEP0137;;;;;0.8873;;
3727;19LEP0138;;;;;2.9731;;
3728;19LEP0139;;;;;2.7712;;
3729;19LEP0140;;;;;1.5687;;
3730;19LEP0141;;;;;0.3355;;
3731;19LEP0142;;;;;2.9058;;
3732;19LEP0143;;;;;;;
3733;19LEP0144;;;;;2.9245;;
3734;19LEP0145;;;;;0.8613;;
3735;19LEP0146;;;;;3.2927;;
3736;19LEP0147;;;;;0.5669;;
3737;19LEP0148;;;;;3.5205;;
3738;19LEP0149;;;;;4.8789;;
3739;19LEP0150;;;;;3.7629;;
3740;19LEP0151;;;;;0.9678;;
3741;19LEP0152;;;;;4.2781;;
3742;19LEP0153;;;;;1.9835;;
3743;19LEP0154;;;;;2.8102;;
3744;19LEP0155;;;;;0.7737;;
3745;19LEP0156;;;;;2.5418;;
3746;19LEP0157;;;;;2.3089;;
3747;19LEP0158;;;;;0.3974;;
3748;19LEP0159;;;;;1.952;;
3749;19LEP0160;;;;;1.994;;
3750;19LEP0161;;;;;0.3527;;
3751;19LEP0162;;;;;2.4222;;
3752;19LEP0163;;;;;2.0621;;
3753;19LEP0164;;;;;0.5766;;
3754;19LEP0165;;;;;3.5339;;
3755;19LEP0166;;;;;1.8152;;
3756;19LEP0167;;;;;4.2511;;
3757;19LEP0168;;;;;3.1892;;
3758;19LEP0169;;;;;3.2627;;
3759;19LEP0170;;;;;3.4751;;
3760;19LEP0171;;;;;1.7524;;
3761;19LEP0172;;;;;;;
3762;19LEP0173;;;;;1.7551;;
3763;19LEP0174;;;;;;;
3764;19LEP0175;;;;;1.8718;;
3765;19LEP0176;;;;;;;
3766;19LEP0177;;;;;2.559;;
3767;19LEP0178;;;;;2.2918;;
3768;19LEP0179;;;;;0.6761;;
3769;19LEP0180;;;;;2.7281;;
3770;19LEP0181;;;;;2.6419;;
3771;19LEP0182;;;;;0.6116;;
3772;19LEP0183;;;;;2.7886;;
3773;19LEP0184;;;;;2.5278;;
3774;19LEP0185;;;;;1.1199;;
3775;19LEP0186;;;;;2.7845;;
3776;19LEP0187;;;;;4.1887;;
3777;19LEP0188;;;;;1.4833;;
3778;19LEP0189;;;;;2.5065;;
3779;19LEP0190;;;;;2.9106;;
3780;19LEP0191;;;;;2.967;;
3781;19LEP0192;;;;;3.336;;
3782;19LEP0193;;;;;2.8194;;
3783;19LEP0194;;;;;0.8742;;
3784;19LEP0195;;;;;4.0115;;
3785;19LEP0196;;;;;0.385;;
3786;19LEP0197;;;;;2.1216;;
3787;19LEP0198;;;;;2.8381;;
3788;19LEP0199;;;;;2.7454;;
3789;19LEP0200;;;;;0.6465;;
3790;19LEP0201;;;;;3.3418;;
3791;19LEP0202;;;;;2.3602;;
3792;19LEP0203;;;;;0.5721;;
3793;19LEP0204;;;;;3.7261;;
3794;19LEP0205;;;;;3.6275;;
