IDEN;No.inventory;Density_gPcm3;WB_perc;LOI_perc;Cactiv_mgPkg;C_perc;N_perc;S_perc
1161;14LEP01231;0.79;;;;6.778;;
1162;14LEP01232;0.95;;;;2.703;;
1163;14LEP01233;0.96;;;;2.629;;
1164;14LEP01234;0.98;;;;2.149;;
1165;14LEP01235;0.91;;;;5.008;;
1166;14LEP01236;0.93;;;;2.851;;
1167;14LEP01237;0.83;;;;4.294;;
1168;14LEP01238;0.93;;;;2.975;;
1169;14LEP01239;0.93;;;;3.061;;
1170;14LEP01240;0.85;;;;2.715;;
1171;14LEP01241;0.88;;;;4.895;;
1172;14LEP01242;0.94;;;;3.049;;
1173;14LEP01243;0.98;;;;3.395;;
1174;14LEP01244;1.03;;;;3.497;;
1175;14LEP01245;0.98;;;;2.156;;
1176;14LEP01246;1.05;;;;1.736;;
1177;14LEP01247;0.99;;;;1.398;;
1178;14LEP01248;0.97;;;;2.655;;
1179;14LEP01249;0.87;;;;2.115;;
1180;14LEP01250;0.95;;;;2.245;;
1181;14LEP01251;0.93;;;;1.95;;
1182;14LEP01252;0.98;;;;2.425;;
1183;14LEP01253;0.98;;;;1.82;;
1184;14LEP01254;0.98;;;;2.123;;
1185;14LEP01255;1.03;;;;1.723;;
1186;14LEP01256;1.01;;;;3.613;;
1187;14LEP01257;0.96;;;;2.473;;
1188;14LEP01258;1.01;;;;2.21;;
1189;14LEP01259;0.99;;;;1.71;;
1190;14LEP01260;1.01;;;;2.345;;
1191;14LEP01261;0.98;;;;1.865;;
1192;14LEP01262;0.98;;;;2.638;;
1193;14LEP01263;1;;;;1.702;;
1194;14LEP01264;0.98;;;;1.817;;
1195;14LEP01265;1.02;;;;1.749;;
1196;14LEP01266;0.97;;;;2.176;;
1197;14LEP01267;0.97;;;;1.587;;
1198;14LEP01268;1.06;;;;1.996;;
1199;14LEP01269;1.02;;;;1.756;;
1200;14LEP01270;1.07;;;;2.014;;
1201;14LEP01271;1.03;;;;1.5;;
1202;14LEP01272;0.92;;;;2.427;;
1203;14LEP01273;0.94;;;;2.311;;
1204;14LEP01274;0.97;;;;1.954;;
1205;14LEP01275;1.01;;;;1.479;;
1206;14LEP01276;1.05;;;;1.962;;
1207;14LEP02001;1.05;;;;1.22;;
1208;14LEP02002;1.24;;;;;;
1209;14LEP02003;0.97;;;;1.941;;
1210;14LEP02004;0.91;;;;;;
1211;14LEP02005;1.03;;;;1.607;;
1212;14LEP02006;1.01;;;;;;
1213;14LEP02007;0.92;;;;2.281;;
1214;14LEP02008;0.9;;;;;;
1215;14LEP02009;0.95;;;;2.211;;
1216;14LEP02010;0.89;;;;;;
1217;14LEP02011;0.97;;;;2.121;;
1218;14LEP02012;0.98;;;;;;
1219;14LEP02013;0.98;;;;1.652;;
1220;14LEP02014;0.99;;;;;;
1221;14LEP02015;1.01;;;;2.067;;
1222;14LEP02016;1;;;;;;
1223;14LEP02017;0.97;;;;1.864;;
1224;14LEP02018;1.05;;;;;;
1225;14LEP02019;0.98;;;;2.095;;
1226;14LEP02020;1.12;;;;;;
1227;14LEP02021;0.98;;;;2.042;;
1228;14LEP02022;1.11;;;;;;
1229;14LEP02023;0.86;;;;2.244;;
1230;14LEP02024;0.97;;;;;;
1231;14LEP02025;0.99;;;;1.877;;
1232;14LEP02026;0.97;;;;;;
1233;14LEP02027;0.95;;;;2.537;;
1234;14LEP02028;0.94;;;;;;
1235;14LEP02029;0.83;;;;3.519;;
1236;14LEP02030;0.89;;;;;;
1237;14LEP02031;0.92;;;;2.202;;
1238;14LEP02032;1.1;;;;;;
1239;14LEP02033;1.08;;;;1.354;;
1240;14LEP02034;1.07;;;;;;
1241;14LEP02035;0.81;;;;3.403;;
1242;14LEP02036;0.87;;;;;;
1243;14LEP02037;0.79;;;;2.817;;
1244;14LEP02038;0.88;;;;;;
1245;14LEP02039;0.83;;;;2.794;;
1246;14LEP02040;0.92;;;;;;
1247;14LEP02041;0.96;;;;3.474;;
1248;14LEP02042;0.95;;;;;;
1249;14LEP02043;0.94;;;;2.377;;
1250;14LEP02044;1.1;;;;;;
1251;14LEP02045;0.97;;;;2.143;;
1252;14LEP02046;1.02;;;;;;
1253;14LEP02047;0.94;;;;2.783;;
1254;14LEP02048;0.98;;;;;;
1255;14LEP02049;1.02;;;;2.071;;
1256;14LEP02050;1.09;;;;;;
1257;14LEP02051;0.88;;;;2.535;;
1258;14LEP02052;0.97;;;;;;
1259;14LEP02053;0.89;;;;2.564;;
1260;14LEP02054;0.93;;;;;;
1261;14LEP02055;0.87;;;;2.453;;
1262;14LEP02056;1.08;;;;;;
1263;14LEP02057;0.85;;;;2.472;;
1264;14LEP02058;0.93;;;;;;
1265;14LEP02059;0.87;;;;2.343;;
1266;14LEP02060;0.92;;;;;;
1267;14LEP02061;0.9;;;;2.497;;
1268;14LEP02062;0.92;;;;;;
1269;14LEP02063;0.98;;;;1.691;;
1270;14LEP02064;0.87;;;;;;
1271;14LEP02065;0.96;;;;1.697;;
1272;14LEP02066;1.05;;;;;;
1273;14LEP02067;1.01;;;;4.549;;
1274;14LEP02068;0.97;;;;;;
1275;14LEP02069;0.93;;;;1.867;;
1276;14LEP02070;0.96;;;;;;
1277;14LEP02071;0.96;;;;1.983;;
1278;14LEP02072;0.99;;;;;;
1279;14LEP02073;0.9;;;;1.909;;
1280;14LEP02074;0.97;;;;;;
1281;14LEP02075;0.82;;;;2.12;;
1282;14LEP02076;1.01;;;;;;
1283;14LEP02077;0.89;;;;2.34;;
1284;14LEP02078;0.98;;;;;;
1285;14LEP02079;0.74;;;;2.394;;
1286;14LEP02080;0.86;;;;;;
1287;14LEP02081;0.78;;;;2.178;;
1288;14LEP02082;0.77;;;;;;
1289;14LEP02083;0.83;;;;1.785;;
1290;14LEP02084;0.93;;;;;;
1291;14LEP02085;0.82;;;;1.981;;
1292;14LEP02086;0.92;;;;;;
1293;14LEP02087;0.77;;;;2.546;;
1294;14LEP02088;0.84;;;;;;
1295;14LEP02089;0.7;;;;2.895;;
1296;14LEP02090;0.82;;;;;;
1297;14LEP02091;0.84;;;;1.786;;
1298;14LEP02092;0.88;;;;;;
1299;14LEP02093;0.73;;;;2.474;;
1300;14LEP02094;0.87;;;;;;
1301;14LEP02095;0.82;;;;2.49;;
1302;14LEP02096;0.79;;;;;;
1303;14LEP02097;0.8;;;;1.934;;
1304;14LEP02098;0.9;;;;;;
1305;14LEP02099;0.8;;;;2.407;;
1306;14LEP02100;0.86;;;;;;
1307;14LEP02101;0.83;;;;1.753;;
1308;14LEP02102;0.89;;;;;;
1309;14LEP02103;0.74;;;;3.195;;
1310;14LEP02104;0.75;;;;;;
1311;14LEP02105;0.86;;;;2.066;;
1312;14LEP02106;0.89;;;;;;
1313;14LEP02107;0.78;;;;2.203;;
1314;14LEP02108;0.86;;;;;;
1315;14LEP02109;0.81;;;;2.173;;
1316;14LEP02110;0.9;;;;;;
1317;14LEP02111;0.82;;;;2.608;;
1318;14LEP02112;0.75;;;;;;
1319;14LEP02113;0.73;;;;2.38;;
1320;14LEP02114;0.86;;;;;;
1321;14LEP02115;0.7;;;;2.361;;
1322;14LEP02116;0.79;;;;;;
1323;14LEP02117;0.81;;;;2.22;;
1324;14LEP02118;0.89;;;;;;
1325;14LEP02119;0.82;;;;1.978;;
1326;14LEP02120;0.85;;;;;;
1327;14LEP02121;0.71;;;;2.36;;
1328;14LEP02122;0.87;;;;;;
1329;14LEP02123;0.72;;;;2.321;;
1330;14LEP02124;0.74;;;;;;
1331;14LEP02125;0.75;;;;2.193;;
1332;14LEP02126;0.8;;;;;;
1333;14LEP02127;0.67;;;;2.553;;
1334;14LEP02128;0.75;;;;;;
1335;14LEP02129;0.71;;;;2.173;;
1336;14LEP02130;0.78;;;;;;
1337;14LEP02131;0.85;;;;2.52;;
1338;14LEP02132;0.82;;;;2.722;;
1339;14LEP02133;0.8;;;;2.753;;
1340;14LEP02134;0.84;;;;1.574;;
1341;14LEP02135;0.92;;;;1.651;;
1342;14LEP02136;0.9;;;;1.641;;
1343;14LEP02137;1.29;;;;0.7239;;
1344;14LEP02138;1.27;;;;;;
1345;14LEP02139;1.19;;;;1.011;;
1346;14LEP02140;1.06;;;;;;
1347;14LEP02141;1.15;;;;1.568;;
1348;14LEP02142;1.03;;;;;;
1349;14LEP02143;0.91;;;;2.575;;
1350;14LEP02144;0.98;;;;;;
1351;14LEP02145;1.01;;;;2.511;;
1352;14LEP02146;0.99;;;;;;
1353;14LEP02147;1.01;;;;2.847;;
1354;14LEP02148;0.97;;;;;;
1355;14LEP02149;1;;;;2.818;;
1356;14LEP02150;1;;;;;;
1357;14LEP02151;0.95;;;;2.356;;
1358;14LEP02152;0.98;;;;;;
1359;14LEP02153;1.12;;;;1.564;;
1360;14LEP02154;1.14;;;;;;
1361;14LEP02155;1.18;;;;1.38;;
1362;14LEP02156;1.15;;;;;;
1363;14LEP02157;0.97;;;;2.436;;
1364;14LEP02158;1.01;;;;;;
1365;14LEP02159;0.84;;;;2.864;;
1366;14LEP02160;0.92;;;;;;
1367;14LEP02161;0.89;;;;2.777;;
1368;14LEP02162;0.88;;;;;;
1369;14LEP02163;0.9;;;;2.382;;
1370;14LEP02164;0.91;;;;;;
1371;14LEP02165;0.96;;;;2.404;;
1372;14LEP02166;1;;;;;;
1373;14LEP02167;0.9;;;;2.381;;
1374;14LEP02168;0.95;;;;;;
1375;14LEP02169;1.02;;;;2.124;;
1376;14LEP02170;1.03;;;;;;
1377;14LEP02171;0.93;;;;2.428;;
1378;14LEP02172;0.99;;;;;;
1379;14LEP02173;0.9;;;;2.436;;
1380;14LEP02174;0.93;;;;;;
1381;14LEP02175;0.93;;;;2.021;;
1382;14LEP02176;0.9;;;;;;
1383;14LEP02177;0.94;;;;2.268;;
1384;14LEP02178;0.98;;;;;;
1385;14LEP02179;0.97;;;;2.167;;
1386;14LEP02180;1.04;;;;;;
1387;14LEP02187;0.87;;;;2.245;;
1388;14LEP02188;0.91;;;;;;
1389;14LEP02189;0.95;;;;2.048;;
1390;14LEP02190;0.97;;;;;;
1391;14LEP02191;1;;;;2.599;;
1392;14LEP02192;0.95;;;;;;
1393;14LEP02193;0.94;;;;2.934;;
1394;14LEP02194;0.96;;;;;;
1395;14LEP02195;0.97;;;;2.064;;
1396;14LEP02196;1.05;;;;;;
1397;14LEP02197;0.83;;;;3.339;;
1398;14LEP02198;0.91;;;;;;
1399;14LEP02199;0.89;;;;2.454;;
1400;14LEP02200;1.04;;;;;;
1401;14LEP02201;0.9;;;;2.363;;
1402;14LEP02202;1.11;;;;;;
1403;14LEP02203;0.91;;;;2.531;;
1404;14LEP02204;0.89;;;;;;
1405;14LEP02205;0.91;;;;2.521;;
1406;14LEP02206;0.95;;;;;;
1407;14LEP02207;0.96;;;;2.067;;
1408;14LEP02208;0.99;;;;;;
1409;14LEP02209;0.97;;;;1.805;;
1410;14LEP02210;0.96;;;;1.665;;
1411;14LEP02211;0.95;;;;1.925;;
1412;14LEP02212;0.95;;;;2.145;;
1413;14LEP02213;0.92;;;;2.088;;
1414;14LEP02214;0.95;;;;2.281;;
1415;14LEP02215;0.97;;;;2.322;;
1416;14LEP02216;1;;;;;;
1417;14LEP02217;0.94;;;;2.223;;
1418;14LEP02218;1.02;;;;;;
1419;14LEP02219;0.91;;;;2.361;;
1420;14LEP02220;0.94;;;;;;
1421;14LEP02221;0.89;;;;2.374;;
1422;14LEP02222;0.96;;;;;;
1423;14LEP02223;0.95;;;;2.298;;
1424;14LEP02224;0.97;;;;;;
1425;14LEP02225;0.92;;;;2.178;;
1426;14LEP02226;0.96;;;;;;
1427;14LEP02227;0.92;;;;2.185;;
1428;14LEP02228;0.97;;;;;;
1429;14LEP02229;0.98;;;;2.238;;
1430;14LEP02230;1.12;;;;;;
1431;14LEP02231;0.93;;;;2.034;;
1432;14LEP02232;0.96;;;;;;
1433;14LEP02233;0.92;;;;2.489;;
1434;14LEP02234;0.96;;;;;;
1435;14LEP02235;0.9;;;;2.869;;
1436;14LEP02236;0.9;;;;;;
1437;14LEP02237;0.88;;;;2.81;;
1438;14LEP02238;1.1;;;;;;
1439;14LEP02239;0.91;;;;2.403;;
1440;14LEP02240;0.9;;;;;;
1441;14LEP02241;1.04;;;;2.491;;
1442;14LEP02242;1;;;;;;
1443;14LEP02243;0.93;;;;2.438;;
1444;14LEP02244;0.93;;;;;;
1445;14LEP02245;0.92;;;;2.364;;
1446;14LEP02246;0.99;;;;;;
1447;14LEP02247;0.95;;;;2.489;;
1448;14LEP02248;0.97;;;;;;
1449;14LEP02249;1;;;;2.225;;
1450;14LEP02250;1.06;;;;;;
1451;14LEP02251;0.94;;;;2.16;;
1452;14LEP02252;1.09;;;;;;
1453;14LEP02253;0.95;;;;2.264;;
1454;14LEP02254;0.99;;;;;;
1455;14LEP02255;0.94;;;;2.583;;
1456;14LEP02256;1.07;;;;;;
1457;14LEP02257;0.91;;;;1.883;;
1458;14LEP02258;1.02;;;;;;
1459;14LEP02259;1;;;;2.009;;
1460;14LEP02260;0.98;;;;;;
1461;14LEP02261;0.93;;;;2.344;;
1462;14LEP02262;0.96;;;;;;
1463;14LEP02263;0.94;;;;2.415;;
1464;14LEP02264;0.97;;;;;;
1465;14LEP02265;0.9;;;;2.172;;
1466;14LEP02266;0.96;;;;;;
1467;14LEP02267;0.97;;;;2.004;;
1468;14LEP02268;0.97;;;;;;
1469;14LEP02269;0.91;;;;2.287;;
1470;14LEP02270;0.85;;;;;;
1471;14LEP02271;0.9;;;;2.318;;
1472;14LEP02272;0.87;;;;;;
1473;14LEP02273;0.88;;;;2.154;;
1474;14LEP02274;0.94;;;;;;
1475;14LEP02275;0.88;;;;2.857;;
1476;14LEP02276;1.05;;;;;;
1477;14LEP02277;0.92;;;;2.381;;
1478;14LEP02278;1.12;;;;;;
1479;14LEP02279;0.93;;;;2.262;;
1480;14LEP02280;0.99;;;;;;
1481;14LEP02281;0.91;;;;2.609;;
1482;14LEP02282;0.93;;;;;;
1483;14LEP02283;0.95;;;;2.632;;
1484;14LEP02284;1.01;;;;;;
1485;14LEP02285;0.92;;;;2.556;;
1486;14LEP02286;1.09;;;;;;
1487;14LEP02287;0.89;;;;2.197;;
1488;14LEP02288;1.06;;;;;;
1489;14LEP02289;0.97;;;;2.821;;
1490;14LEP02290;0.85;;;;;;
1491;14LEP02291;0.93;;;;2.493;;
1492;14LEP02292;1.02;;;;;;
1493;14LEP02293;0.98;;;;2.208;;
1494;14LEP02294;1;;;;;;
1495;14LEP02295;0.91;;;;2.703;;
1496;14LEP02296;1.13;;;;;;
1497;14LEP02297;0.97;;;;2.391;;
1498;14LEP02298;0.97;;;;;;
1499;14LEP02299;0.9;;;;2.53;;
1500;14LEP02300;1.14;;;;;;
1501;14LEP02301;0.97;;;;1.923;;
1502;14LEP02302;1.01;;;;;;
1503;14LEP02303;0.92;;;;2.362;;
1504;14LEP02304;0.9;;;;2.718;;
1505;14LEP02305;0.92;;;;3.151;;
1506;14LEP02306;0.92;;;;2.347;;
1507;14LEP02307;0.95;;;;2.537;;
1508;14LEP02308;1.03;;;;1.831;;
1509;14LEP02309;0.79;;;;2.558;;
1510;14LEP02310;0.75;;;;;;
1511;14LEP02311;0.75;;;;2.318;;
1512;14LEP02312;0.88;;;;;;
1513;14LEP02313;0.8;;;;2.463;;
1514;14LEP02314;0.81;;;;;;
1515;14LEP02315;0.78;;;;1.221;;
1516;14LEP02316;0.87;;;;;;
1517;14LEP02317;0.86;;;;2.526;;
1518;14LEP02318;1.01;;;;;;
1519;14LEP02319;0.85;;;;1.917;;
1520;14LEP02320;0.78;;;;;;
1521;14LEP02321;0.86;;;;1.995;;
1522;14LEP02322;0.89;;;;;;
1523;14LEP02323;0.76;;;;2.217;;
1524;14LEP02324;0.92;;;;;;
1525;14LEP02325;0.85;;;;2.192;;
1526;14LEP02326;0.95;;;;;;
1527;14LEP02327;0.83;;;;2.462;;
1528;14LEP02328;0.78;;;;;;
1529;14LEP02329;0.81;;;;2.013;;
1530;14LEP02330;0.78;;;;;;
1531;14LEP02331;0.81;;;;2.413;;
1532;14LEP02332;0.89;;;;;;
1533;14LEP02333;0.72;;;;2.139;;
1534;14LEP02334;0.71;;;;;;
1535;14LEP02335;0.7;;;;2.234;;
1536;14LEP02336;0.82;;;;;;
1537;14LEP02337;0.83;;;;2.128;;
1538;14LEP02338;0.75;;;;;;
1539;14LEP02339;0.85;;;;0.8701;;
1540;14LEP02340;1.11;;;;;;
1541;14LEP02341;0.88;;;;1.76;;
1542;14LEP02342;1.06;;;;;;
1543;14LEP02343;0.76;;;;2.313;;
1544;14LEP02344;0.83;;;;;;
1545;14LEP02345;0.81;;;;2.496;;
1546;14LEP02346;0.95;;;;;;
1547;14LEP02347;0.89;;;;2.302;;
1548;14LEP02348;1.06;;;;;;
1549;14LEP02349;1.02;;;;1.655;;
1550;14LEP02350;1.04;;;;;;
1551;14LEP02351;0.8;;;;1.712;;
1552;14LEP02352;0.8;;;;;;
1553;14LEP02353;0.75;;;;2.227;;
1554;14LEP02354;0.91;;;;;;
1555;14LEP02355;0.79;;;;2.158;;
1556;14LEP02356;0.94;;;;;;
1557;14LEP02357;0.87;;;;2.079;;
1558;14LEP02358;0.93;;;;;;
1559;14LEP02359;0.95;;;;2.219;;
1560;14LEP02360;0.99;;;;;;
1561;14LEP02361;0.84;;;;2.086;;
1562;14LEP02362;1.08;;;;;;
1563;14LEP02363;0.82;;;;1.732;;
1564;14LEP02364;0.79;;;;;;
1565;14LEP02365;0.77;;;;1.809;;
1566;14LEP02366;0.73;;;;;;
1567;14LEP02367;0.82;;;;2.139;;
1568;14LEP02368;0.98;;;;;;
1569;14LEP02369;0.96;;;;1.88;;
1570;14LEP02370;0.99;;;;;;
1571;14LEP02371;0.88;;;;1.753;;
1572;14LEP02372;0.89;;;;;;
1573;14LEP02373;0.88;;;;1.943;;
1574;14LEP02374;0.84;;;;;;
1575;14LEP02375;0.86;;;;1.861;;
1576;14LEP02376;0.85;;;;;;
1577;14LEP02377;0.83;;;;2.015;;
1578;14LEP02378;0.8;;;;;;
1579;14LEP02379;0.79;;;;1.909;;
1580;14LEP02380;0.74;;;;;;
1581;14LEP02381;0.7;;;;2.117;;
1582;14LEP02382;0.8;;;;;;
1583;14LEP02383;0.81;;;;1.837;;
1584;14LEP02384;1.07;;;;;;
1585;14LEP02385;0.92;;;;1.84;;
1586;14LEP02386;0.84;;;;;;
1587;14LEP02387;0.83;;;;2.389;;
1588;14LEP02388;0.86;;;;;;
1589;14LEP02389;0.91;;;;1.904;;
1590;14LEP02390;0.89;;;;;;
1591;14LEP02391;0.77;;;;2.081;;
1592;14LEP02392;0.77;;;;;;
1593;14LEP02393;0.88;;;;2.176;;
1594;14LEP02394;0.87;;;;;;
1595;14LEP02395;0.81;;;;2.125;;
1596;14LEP02396;0.97;;;;;;
1597;14LEP02397;0.82;;;;2.309;;
1598;14LEP02398;0.93;;;;;;
1599;14LEP02399;0.9;;;;2.27;;
1600;14LEP02400;0.95;;;;2.243;;
1601;14LEP02401;0.85;;;;2.421;;
1602;14LEP02402;1;;;;1.795;;
1603;14LEP02403;1;;;;1.743;;
1604;14LEP02404;0.87;;;;1.984;;
1605;14LEP02405;1.12;;;;1.276;;
1606;14LEP02406;1.06;;;;1.61;;
1607;14LEP02407;1.15;;;;0.9455;;
1608;15PP00000;1.3;;;;;;
1609;15PP00001;1.28;;;;;;
1610;15PP00002;1.14;;;;;;
1611;15PP00003;1.14;;;;;;
1612;15PP00004;0.97;;;;;;
1613;15PP00005;0.98;;;;;;
1614;260674;0.72;;38.4;;21.32;;
1615;260675;0.58;;53.9;;33.72;;
1616;260676;0.42;;67.7;;41.72;;
1617;260686;1;;13.3;;8.717;;
1618;260833;1.28;;4.3;;1.954;;
1619;262037;0.69;;43.1;;25.43;;
1620;262038;0.54;;65.7;;38.63;;
1621;262244;0.83;;7.2;;6.651;;
1622;262277;0.99;;10.3;;6.494;;
1623;262532;;;6.5;;3.546;;
1624;262534;1.26;;2.9;;1.38;;
1625;262538;1.12;;8.3;;5.75;;
1626;262539;0.5;;67.3;;36.57;;
1627;262541;0.49;;76.6;;44.28;;
1628;262544;1.19;;6.1;;3.707;;
1629;262545;1.16;;7.6;;4.259;;
1630;262547;1.35;;2.9;;1.497;;
1631;262549;1.38;;3.1;;1.406;;
1632;262553;1.3;;3.6;;1.726;;
1633;262560;1.23;;5.4;;2.671;;
1634;262561;1.18;;5.9;;2.757;;
1635;262568;1.17;;4.9;;2.482;;
1636;262574;1.17;;3.8;;1.935;;
1637;262575;1.22;;4.4;;2.456;;
1638;262576;1.23;;4.6;;2.327;;
1639;262580;1.05;;9;;4.299;;
1640;262586;1.17;;4.6;;2.424;;
1641;262589;1.08;;6.8;;3.345;;
1642;262590;0.97;;7;;3.358;;
1643;262591;1.15;;6.3;;3.14;;
1644;262592;1.06;;8.7;;4.078;;
1645;262593;1.04;;8.5;;4.567;;
1646;262594;1.02;;8.6;;3.843;;
1647;262595;1.01;;14.1;;6.695;;
1648;262598;0.86;;8.5;;4.358;;
1649;262599;1.28;;2.5;;1.175;;
1650;262600;1.17;;6;;2.563;;
1651;262602;0.93;;9.5;;4.13;;
1652;262606;0.95;;11.5;;5.402;;
1653;262608;1.15;;8.9;;3.822;;
1654;262611;1.06;;9.4;;4.416;;
1655;262614;1.17;;6;;2.733;;
1656;262616;1.2;;5.2;;2.517;;
1657;262617;1.06;;6.5;;3.049;;
1658;262620;1.08;;5;;2.48;;
1659;262627;1.02;;5.5;;2.664;;
1660;262630;1.34;;3.3;;1.715;;
1661;262631;1.26;;4.6;;2.125;;
1662;262635;1.32;;4.2;;1.973;;
1663;262651;1.16;;4.3;;1.759;;
1664;262655;1.26;;4.4;;1.899;;
1665;262668;1.35;;3.2;;1.677;;
1666;262676;1.26;;5.9;;2.87;;
1667;262686;1.12;;3.9;;1.666;;
1668;262692;1.14;;5.2;;2.466;;
1669;262698;1.39;;2.5;;1.398;;
1670;262704;1.19;;4.1;;2.073;;
1671;262720;1.09;;5.2;;3.047;;
1672;262731;0.65;;45.3;;;;
1673;262733;1.04;;8.1;;4.479;;
1674;262734;1.01;;8.9;;4.928;;
1675;262735;0.72;;42.8;;23.47;;
1676;262743;1.11;;7.2;;4.123;;
1677;262745;;;6.6;;3.361;;
1678;262746;0.75;;36.1;;;;
1679;262752;0.9;;21.4;;11.21;;
1680;262754;1.15;;9.3;;3.878;;
1681;262756;1.18;;6.4;;4.159;;
1682;262757;1;;8.8;;3.966;;
1683;262776;1.05;;5.7;;2.849;;
1684;262777;0.8;;7.9;;4.115;;
1685;262779;1.03;;7;;3.395;;
1686;262783;;;18.6;;11.18;;
1687;262784;1.27;;6.5;;3.649;;
1688;262785;1.3;;6.7;;2.121;;
1689;262789;1.4;;3.8;;2.725;;
1690;262792;1.1;;6.4;;3.612;;
1691;262793;0.88;;6.1;;10.53;;
1692;262795;1.01;;22.9;;;;
1693;262797;0.81;;27.5;;2.809;;
1694;262801;1.18;;5.4;;1.653;;
1695;262804;1.17;;3.9;;5.024;;
1696;262822;1.16;;8;;1.623;;
1697;262824;1.46;;2.7;;1.984;;
1698;262826;1.43;;2.4;;3.246;;
1699;262829;1.22;;6;;2.361;;
1700;262843;;;6.8;;;;
1701;262847;1.04;;4.4;;2.768;;
1702;262851;1.11;;5;;1.275;;
1703;262863;1.6;;2.2;;1.404;;
1704;262865;1.22;;3.8;;1.801;;
1705;262866;1.27;;3.7;;1.861;;
1706;262867;1.14;;4.7;;2.99;;
1707;262874;1.19;;4.5;;2.328;;
1708;262876;1.19;;5.7;;2.627;;
1709;262877;1.18;;5.3;;2.131;;
1710;262882;1.25;;4.5;;3.369;;
1711;262901;1.11;;7.4;;3.914;;
1712;262907;1.15;;8.6;;3.866;;
1713;262911;1.14;;5.9;;2.632;;
1714;262918;1.16;;5.4;;4.626;;
1715;262919;1.07;;10.8;;8.138;;
1716;262950;0.95;;14.6;;7.997;;
1717;262951;1.1;;7.5;;3.837;;
1718;262955;1.29;;2.5;;1.127;;
1719;263054;1.2;;4.7;;2.229;;
1720;263061;1.17;;4.6;;2.498;;
1721;263065;1.22;;3.7;;1.907;;
1722;263083;1.01;;24.8;;;;
1723;263084;0.97;;9.3;;4.833;;
1724;263085;1.05;;10.2;;5.263;;
1725;263205;1.05;;8.5;;4.301;;
1726;263206;1.11;;8.5;;4.635;;
1727;263224;1.12;;6.9;;3.471;;
1728;263225;1.09;;7.4;;3.81;;
1729;263226;1.13;;6.8;;3.645;;
1730;263227;1.13;;7.8;;4.067;;
1731;263258;1.14;;4.6;;2.294;;
1732;263302;1.12;;6.2;;4.059;;
1733;263304;0.94;;5.4;;2.669;;
1734;263400;1.13;;6.8;;2.917;;
1735;263401;1.17;;6;;2.713;;
1736;17AK00001;1.21;4.02;;;1.869;;
1737;17AK00002;1.46;5.32;;;2.451;;
1738;17AK00003;1.1;8.33;;;4.206;;
1739;17AK00004;1.34;4.56;;;1.973;;
1740;17AK00005;1.14;;;;3.973;;
1741;17AK00006;1.23;;;;1.975;;
1742;17AK00007;1.25;;;;1.594;;
1743;17AK00008;1.23;;;;1.714;;
1744;17AK00009;1.31;;;;1.357;;
1745;17AK00010;1.05;;;;2.583;;
1746;17AK00011;1.46;;;;2.369;;
1747;17AK00012;1.55;;;;2.495;;
1748;17AK00013;1.2;;;;3.8;;
1749;17AK00014;1.36;;;;1.646;;
1750;17AK00015;1.47;;;;1.166;;
1751;17AK00016;1.51;;;;1.738;;
1752;17AK00017;1.43;1.28;;;1.37;;
1753;17AK00018;1.18;;;;2.135;;
1754;17AK00019;1.37;;;;2.07;;
1755;17AK00020;1.16;6.18;;;4.43;;
1756;06LEP00213;1.09;;;;1.516;;
1757;18LEP00001;;;;;1.194;;
1758;18LEP00002;;;;;1.393;;
1759;18LEP00003;1.14;;;;0.6648;;
1760;18LEP00004;;;;;0.6749;;
1761;20LK00001;;;;;2.138;;
1762;14LEP02105;;;;;;;
1763;14LEP02107;;;;;;;
1764;14LEP02109;;;;;;;
1765;14LEP02127;;;;;;;
1766;14LEP02128;;;;;;;
1767;19SA00001;1.17;;;;1.793;;
1768;19SA00002;1.41;;;;0.9035;;
1769;19SA00003;1.37;;;;1.014;;
1770;19SA00004;1.19;;;;0.49;;
1771;19SA00005;1.31;;;;1.931;;
1772;19SA00006;1.21;;;;;;
1773;16LEP00001;1.26;2.6;;;1.1215;0.21155;0.0198
1774;16LEP00002;1.27;3.4;;;1.7187;0.20219;0.0263
1775;16LEP00003;1.23;3.1;;;1.7065;0.21971;0.0204
1776;16LEP00004;1.17;3.8;;;1.9589;0.22863;0.0289
1777;16LEP00005;1.21;;;;1.3552;0.17096;0.0142
1778;16LEP00006;1.2;6.1;;;3.6466;0.37464;0.0455
1779;16LEP00007;1.26;;;;1.9149;0.27086;0.0218
1780;16LEP00008;1.24;;;;1.4136;0.1734;0.0276
1781;16LEP00009;1.16;;;;1.4497;0.198;0.0261
1782;16LEP00010;1.07;;;;1.7416;0.23887;0.0337
1783;16LEP00011;1.26;;;;3.5779;0.36953;0.056
1784;16LEP00012;1.03;;;;1.1279;0.15812;0.0167
1785;16LEP00013;1.38;;;;2.8865;0.26706;0.0339
1786;16LEP00014;1.08;;;;0.70241;0.13172;0.0114
1787;16LEP00015;1.17;;;;1.8489;0.20281;0.0183
1788;16LEP00016;1.24;;;;1.9123;0.24491;0.0273
1789;16LEP00017;1.17;;;;1.2483;0.17267;0.0175
1790;16LEP00018;1.22;;;;1.936;0.25674;0.0297
1791;16LEP00019;1.09;;;;2.1237;0.2724;0.0319
1792;16LEP00020;1.16;;;;2.1829;0.2294;0.0237
1793;16LEP00021;1.15;;;;1.5175;0.20428;0.021
