IDEN,Prediction,C_perc,C_IR,SEP,SD,RPD,RER
719,Set7_No feature,2.327,2.53334397568256,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
721,Set7_No feature,2.166,2.48665908135234,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
746,Set7_No feature,2.895,2.75022669671705,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
747,Set7_No feature,2.355,3.48234338534474,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
761,Set7_No feature,2.02,1.82975979096396,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
763,Set7_No feature,1.275,1.57141661099155,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
782,Set7_No feature,1.763,1.70315169035397,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
790,Set7_No feature,2.117,2.1209126252409,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
796,Set7_No feature,2.458,2.41805958843317,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
804,Set7_No feature,2.8977,2.24155173179968,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
845,Set7_No feature,3.378,3.35942747997335,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
851,Set7_No feature,3.161,3.47761497075287,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
864,Set7_No feature,2.634,2.93717217536928,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
932,Set7_No feature,2.579,4.19715494128959,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
934,Set7_No feature,2.479,3.14835319999229,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
1137,Set7_No feature,2.592,2.98043555922819,0.116660759256052,1.32984182708703,11.3992214311604,106.619484386347
529,Set7_Carbon,3.142,3.0244109111375,0.116796174669704,1.32984182708703,11.3860049855895,106.495867995464
824,Set7_Carbon,2.969,2.99108400246553,0.116796174669704,1.32984182708703,11.3860049855895,106.495867995464
845,Set7_Carbon,3.378,3.25172555406015,0.116796174669704,1.32984182708703,11.3860049855895,106.495867995464
24,Set7_Carbon,6.154,3.68591762669769,0.116796174669704,1.32984182708703,11.3860049855895,106.495867995464
28,Set7_Carbon,10.217,2.37294204915524,0.116796174669704,1.32984182708703,11.3860049855895,106.495867995464
52,Set7_Carbon,2.707,3.36996210962037,0.116796174669704,1.32984182708703,11.3860049855895,106.495867995464
53,Set7_Carbon,3.57,2.72481986309899,0.116796174669704,1.32984182708703,11.3860049855895,106.495867995464
59,Set7_Carbon,1.755,1.74289102798898,0.116796174669704,1.32984182708703,11.3860049855895,106.495867995464
60,Set7_Carbon,3.388,3.29570279697686,0.116796174669704,1.32984182708703,11.3860049855895,106.495867995464
62,Set7_Carbon,2.339,2.6527779274532,0.116796174669704,1.32984182708703,11.3860049855895,106.495867995464
104,Set7_Carbon,3.3443,3.25960206270343,0.116796174669704,1.32984182708703,11.3860049855895,106.495867995464
491,Set7_Carbon,2.8977,2.96934707730043,0.116796174669704,1.32984182708703,11.3860049855895,106.495867995464
492,Set7_Carbon,2.34,2.39859738952987,0.116796174669704,1.32984182708703,11.3860049855895,106.495867995464
